"","cd_ref","nom_reconnu_ss_auteur","CHOROLOGIE","sexualité","pollinisation","inflorescence","fruit","dissémination","TYPE_BIOLOGIQUE","FORMATION_VEGETALE","CARACT_ECOLOG_HABITAT_OPTI","INDICATION_PHYTOSOCIOLOGIQUE_CARACTERISTIQUE","SA_CSR","dissemination_compil","pollinisation_compil","famille","nom_valide","tax_type","nbre_obs","annee_min","annee_max"
"222",122419,"Sempervivum arachnoideum","orophyte méridional","hermaphrodite","entomogame","cyme capituliforme","follicule","barochore","ccou-suc","hémicryptophytaie","lithophytes des dalles acidophiles montagnardes","Atociono rupestris - Sempervivetalia montani de Foucault 1999","sss","barochore","entomogame","Crassulaceae","Sempervivum arachnoideum L., 1753","P",38,2019,2020
"223",122467,"Sempervivum montanum","orophyte méridional","hermaphrodite","entomogame","cyme capituliforme","follicule","barochore","ccou-suc","hémicryptophytaie","lithophytes des dalles acidophiles montagnardes","Atociono rupestris - Sempervivetalia montani de Foucault 1999","sss","barochore","entomogame","Crassulaceae","Sempervivum montanum L., 1753","P",35,2019,2020
"224",122493,"Sempervivum tectorum","orophyte méridional","hermaphrodite","entomogame","cyme capituliforme","follicule","barochore","ccou-suc","hémicryptophytaie","lithophytes des dalles acidophiles montagnardes","Atociono rupestris - Sempervivetalia montani de Foucault 1999","sss","barochore","entomogame","Crassulaceae","Sempervivum tectorum L., 1753","P",1,2020,2020
"225",122593,"Senecio doronicum","orophyte méridional","hermaphrodite","entomogame, autogame","corymbe de capitules","akène","anémochore","heri","hémicryptophytaie","pelouses neutroclines subalpines, alpiennes, mésohydriques","Agrostio capillaris - Seslerienion caeruleae Béguin 1970",NA,"anémochore","entomogame, autogame","Asteraceae","Senecio doronicum (L.) L., 1759","P",5,2019,2019
"226",140979,"Senecio ovatus subsp. alpestris","orophyte alpien","hermaphrodite","entomogame, autogame","corymbe de capitules","akène","anémochore","Heri","hémicryptophytaie","mégaphorbiaies pionnières de clairières acidophiles, méso-eutrophiles, médio-européennes, montagnardes","Prenanthion purpureae Julve 1993","ccs","anémochore","entomogame, autogame","Asteraceae","Senecio ovatus subsp. alpestris (Gaudin) Herborg, 1987","P",1,2019,2019
"227",123176,"Sibbaldia procumbens","arctico-alpin","hermaphrodite",NA,"glomérules","akène","barochore","hsto","hémicryptophytaie","pelouses alpines climaciques chionophiles, acidophiles","Salicetalia herbaceae Braun-Blanquet in Braun-Blanquet & Jenny 1926","css","endozoochore","entomogame","Rosaceae","Sibbaldia procumbens L., 1753","P",17,2019,2020
"228",123374,"Silene acaulis","arctico-alpin","hermaphrodite","entomogame","cyme bipare","capsule","anémochore","ccou","hémicryptophytaie","pelouses basophiles arctico-alpines climaciques, chionophobes, holarctiques","Caricetea rupestro - myosuroidis Ohba 1974","css","barochore",NA,"Caryophyllaceae","Silene acaulis (L.) Jacq., 1762","P",8,2019,2020
"229",141110,"Silene acaulis subsp. bryoides","orophyte méridional","hermaphrodite","entomogame","cyme bipare","capsule","anémochore","ccou","hémicryptophytaie","pelouses acidophiles alpines climaciques, chionophobes","Caricetalia curvulae subsp. curvulae Braun-Blanquet in Braun-Blanquet & Jenny 1926","css","barochore","entomogame","Caryophyllaceae","Silene acaulis subsp. bryoides (Jord.) Nyman, 1878","P",57,2019,2020
"230",123683,"Silene vulgaris","eurasiatique","hermaphrodite, monoïque, dioïque","entomogame","cyme bipare","capsule","anémochore","heri","hémicryptophytaie","ourlets externes acidophiles des dalles héliophiles","Silenion nutantis Catteau 2012 in prep.","crs","barochore","entomogame","Caryophyllaceae","Silene vulgaris (Moench) Garcke, 1869","P",1,2019,2019
"231",124139,"Soldanella alpina","orophyte méridional","hermaphrodite","entomogame","fleur solitaire terminale","capsule","barochore","hros","hémicryptophytaie","pelouses alpines climaciques chionophiles, basophiles","Arabidetalia caeruleae Rübel 1933 ex Nordhagen 1936","css","barochore","entomogame","Primulaceae","Soldanella alpina L., 1753","P",2,2019,2019
"232",141296,"Solidago virgaurea subsp. minuta","orophyte méridional","hermaphrodite","entomogame, autogame","racème de capitules","akène","anémochore","heri","hémicryptophytaie","pelouses acidophiles montagnardes à subalpines","Trifolio alpini - Meetalia athamantici de Foucault 1994",NA,"anémochore","entomogame, autogame","Asteraceae","Solidago virgaurea subsp. minuta (L.) Arcang., 1882","P",1,2019,2019
"233",124308,"Sorbus aucuparia","eurasiatique","hermaphrodite","entomogame","corymbe","drupe","endozoochore","a-cad","magnophanérophytaie","associations arborescentes de nomades à bois tendres, pionniers des climax caducifoliés et sempervirents du tempéré modal et du tempéré froid eurasiatiques, planitiaires à boréo-subalpins, sur sols oligotrophes à mésotrophes","Betulo pendulae - Populetalia tremulae Rivas-Martínez, Fernández-González, Loidi, Lousã & Penas 2001","ccs","endozoochore","entomogame","Rosaceae","Sorbus aucuparia L., 1753","P",1,2019,2019
"234",125238,"Struthiopteris spicant","circumboréal","monoïque","hydrogame",NA,NA,"autochore","hces","hémicryptophytaie","ourlets internes acidoclines planitiaires-collinéens, mésohygrophiles","Blechnion spicantis Catteau 2012 in prep.",NA,NA,NA,"Blechnaceae","Struthiopteris spicant (L.) Weiss, 1770","P",1,2020,2020
"235",717660,"Taraxacum venustum","orophyte alpien mér.","hermaphrodite","apogame","capitule simple","akène","anémochore","hros","hémicryptophytaie","pelouses arctico-alpines climaciques, chionophiles, mésohygrophiles","Salicetea herbaceae Braun-Blanquet 1948",NA,"anémochore","apogame","Asteraceae","Taraxacum venustum Dahlst., 1907","P",1,2019,2019
"236",126563,"Thymus polytrichus","orophyte méridional","hermaphrodite","entomogame","cyme capituliforme","akène","épizoochore","csuf","hémicryptophytaie","pelouses basophiles subalpines, pionnières, chionophiles","Seslerietea caeruleae Braun-Blanquet 1948 em. Oberdorfer 1978","css","barochore","entomogame","Lamiaceae","Thymus polytrichus A.Kern. ex Borbás, 1890","P",1,2019,2019
"237",126821,"Tolpis staticifolia","orophyte alpien","hermaphrodite","entomogame, autogame","racème de capitules","akène","épizoochore","hbis","hémicryptophytaie","grpts vivaces des éboulis basophiles, alpiens, subalpins-alpins, héliophiles","Noccaeion rotundifoliae Braun-Blanquet in Braun-Blanquet & Jenny 1926 em. Zollitsch 1966","crs","anémochore","entomogame, autogame","Asteraceae","Tolpis staticifolia (All.) Sch.Bip., 1861","P",38,2019,2020
"238",127219,"Trifolium alpinum","orophyte méridional","hermaphrodite","entomogame","racème capituliforme","gousse","épizoochore","grhi","hémicryptophytaie","pelouses acidophiles montagnardes à subalpines","Trifolio alpini - Meetalia athamantici de Foucault 1994","css","épizoochore ?","entomogame","Fabaceae","Trifolium alpinum L., 1753","P",2,2019,2019
"239",127237,"Trifolium badium","orophyte méridional","hermaphrodite","entomogame","racème capituliforme","gousse","épizoochore","hces","hémicryptophytaie","prairies mésohydriques eutrophiles, pâturées, subalpines","Poion alpinae Gams 1927 ex Oberdorfer 1950","crs","barochore","entomogame","Fabaceae","Trifolium badium Schreb., 1804","P",29,2019,2020
"240",127419,"Trifolium pallescens","orophyte méridional","hermaphrodite","entomogame","racème capituliforme","gousse","épizoochore","hces","hémicryptophytaie","pelouses acidophiles montagnardes à subalpines","Trifolio alpini - Meetalia athamantici de Foucault 1994","css","barochore","entomogame","Fabaceae","Trifolium pallescens Schreb., 1804","P",57,2019,2020
"241",127439,"Trifolium pratense","eurasiatique","hermaphrodite","entomogame","racème capituliforme","gousse","épizoochore","heri","hémicryptophytaie","prairies européennes mésotrophiles à eutrophiles","Agrostio stoloniferae - Arrhenatheretea elatioris subsp. elatioris (Tüxen 1937 em. 1970) de Foucault 1984","crs","barochore","entomogame","Fabaceae","Trifolium pratense L., 1753","P",4,2019,2020
"242",152216,"Trifolium pratense var. villosum","orophyte méridional","hermaphrodite","entomogame","racème capituliforme","gousse","épizoochore","heri","hémicryptophytaie","prairies mésohydriques eutrophiles, pâturées, subalpines","Poion alpinae Gams 1927 ex Oberdorfer 1950",NA,"épizoochore","entomogame","Fabaceae","Trifolium pratense var. villosum DC., 1805","P",2,2019,2019
"243",127469,"Trifolium saxatile","orophyte alpien","hermaphrodite","entomogame","racème capituliforme","gousse","épizoochore","test","thérophytaie","annuelles orophiles des graviers de torrents","?",NA,"barochore","entomogame","Fabaceae","Trifolium saxatile All., 1773","P",3,2019,2019
"244",127503,"Trifolium thalii","orophyte méridional","hermaphrodite","entomogame","racème capituliforme","gousse","épizoochore","hces","hémicryptophytaie","pelouses basophiles subalpines, alpiennes, mésohygrophiles","Caricion ferrugineae Braun-Blanquet 1931","ccs","barochore","entomogame","Fabaceae","Trifolium thalii Vill., 1779","P",21,2019,2020
"245",141953,"Trisetum spicatum subsp. ovatipaniculatum","arctico-alpin","hermaphrodite","anémogame","panicule d'épillets","caryopse","épizoochore","hces","hémicryptophytaie","Gprts vivaces des éboulis fins stabilisés sur schistes calcareux et moraines des étages alpin et nival","Drabion hoppeanae Zollitsch 1968",NA,"anémochore","anémogame","Poaceae","Trisetum spicatum subsp. ovatipaniculatum Hultén ex Jonsell, 1975","P",1,2019,2019
"246",128042,"Tussilago farfara","eurasiatique","hermaphrodite","entomogame, autogame","capitule simple","akène","anémochore","grhi","hémicryptophytaie","friches vivaces pionnières mésohygrophiles, des substrats argileux","Tussilaginion farfarae (Szabo 1971) Popescu & Sanda 1988","crs","anémochore","entomogame, autogame","Asteraceae","Tussilago farfara L., 1753","P",12,2019,2020
"247",128268,"Urtica dioica","cosmopolite","dioïque","anémogame","glomérules","akène","épizoochore","Grhi","hémicryptophytaie","friches et lisières vivaces médio-européennes, eutrophiles, mésohydriques à mésohygrophiles","Glechomo hederaceae - Urticetea dioicae (Passarge 1967) Julve 2003 nom. nov. hoc loco","ccr","barochore","anémogame","Urticaceae","Urtica dioica L., 1753","P",1,2019,2019
"248",128345,"Vaccinium myrtillus","eurasiatique septentrional","hermaphrodite","entomogame, autogame","racème simple","baie","endozoochore","Cfru","parvochaméphytaie","landes circumboréales à montagnardes-subalpines","Calluno vulgaris - Vaccinietea myrtilli (Braun-Blanquet, Sissingh & Vlieger 1939) de Foucault 1990","ccs","endozoochore","entomogame, autogame","Ericaceae","Vaccinium myrtillus L., 1753","P",12,2019,2020
"249",128354,"Vaccinium uliginosum","circumboréal","hermaphrodite","entomogame, autogame","racème simple","baie","endozoochore","Cfru","magnochaméphytaie","landes circumboréales à montagnardes-subalpines","Calluno vulgaris - Vaccinietea myrtilli (Braun-Blanquet, Sissingh & Vlieger 1939) de Foucault 1990","ccs","endozoochore","entomogame, autogame","Ericaceae","Vaccinium uliginosum L., 1753","P",1,2019,2019
"250",142047,"Vaccinium uliginosum subsp. microphyllum","arctico-alpin","hermaphrodite","entomogame, autogame","racème simple","baie","endozoochore","cfru","parvochaméphytaie","landines chionophobes, acidophiles, arctico-alpines, climaciques","Kalmio procumbentis - Vaccinietea uliginosi subsp. microphylli Eggler 1952 ex Schubert 1960","ccs","endozoochore","entomogame, autogame","Ericaceae","Vaccinium uliginosum subsp. microphyllum (Lange) Tolm., 1936","P",21,2019,2020
"251",128355,"Vaccinium vitis-idaea","circumboréal","hermaphrodite","entomogame, autogame","racème simple","baie","endozoochore","cfru-semp","parvochaméphytaie","landes circumboréales à montagnardes-subalpines","Calluno vulgaris - Vaccinietea myrtilli (Braun-Blanquet, Sissingh & Vlieger 1939) de Foucault 1990","css","endozoochore","entomogame, autogame","Ericaceae","Vaccinium vitis-idaea L., 1753","P",3,2020,2020
"252",128419,"Valeriana officinalis","européen","hermaphrodite","entomogame","cyme multipare","akène","anémochore","Hsto","hémicryptophytaie","mégaphorbiaies hygrophiles, planitiaires-collinéennes à montagnardes","Filipendulo ulmariae - Convolvuletea sepium (Preising apud Hülbusch 1973) Géhu & Géhu-Franck 1987","crs","anémochore ?","entomogame","Caprifoliaceae","Valeriana officinalis L., 1753","P",1,2020,2020
"253",128445,"Valeriana tripteris","orophyte méridional","hermaphrodite","entomogame","cyme multipare","akène","anémochore","grhi","hémicryptophytaie","lithophytes des dalles en pente de falaises basophiles, orophiles","Potentilletalia caulescentis Braun-Blanquet in Braun-Blanquet & Jenny 1926","css","anémochore ?","entomogame","Caprifoliaceae","Valeriana tripteris L., 1753","P",1,2019,2019
"254",128520,"Veratrum album","eurasiatique tempéré","hermaphrodite","entomogame","épi simple","capsule","barochore","Heri","hémicryptophytaie","mégaphorbiaies boréales à montagnardes, mésoeutrophiles","Petasito hybridi - Chaerophylletalia hirsuti Morariu 1967","ccs","barochore","entomogame","Melanthiaceae","Veratrum album L., 1753","P",1,2019,2019
"255",128789,"Veronica alpina","arctico-alpin","hermaphrodite","entomogame, autogame","racème simple","capsule","épizoochore","hces","hémicryptophytaie","pelouses arctico-alpines climaciques, chionophiles, mésohygrophiles","Salicetea herbaceae Braun-Blanquet 1948","css","barochore","entomogame, autogame","Plantaginaceae","Veronica alpina L., 1753","P",63,2019,2020
"256",128797,"Veronica aphylla","orophyte méridional","hermaphrodite","entomogame, autogame","fleur solitaire latérale","capsule","anémochore","hros","hémicryptophytaie","pelouses alpines climaciques chionophiles, basophiles","Arabidetalia caeruleae Rübel 1933 ex Nordhagen 1936","css","barochore","entomogame, autogame","Plantaginaceae","Veronica aphylla L., 1753","P",1,2019,2019
"257",128810,"Veronica bellidioides","orophyte méridional","hermaphrodite","entomogame, autogame","racème simple","capsule","épizoochore","hros","hémicryptophytaie","pelouses acidophiles alpines climaciques, chionophobes","Caricetalia curvulae subsp. curvulae Braun-Blanquet in Braun-Blanquet & Jenny 1926","css","barochore","entomogame, autogame","Plantaginaceae","Veronica bellidioides L., 1753","P",2,2019,2020
"258",128871,"Veronica fruticans","arctico-alpin","hermaphrodite","entomogame, autogame","racème simple","capsule","épizoochore","csuf","hémicryptophytaie","pelouses acidophiles arctico-alpines climaciques, chionophobes","Caricetea curvulae subsp. curvulae Braun-Blanquet 1948","css","barochore","entomogame, autogame","Plantaginaceae","Veronica fruticans Jacq., 1762","P",34,2019,2020
"259",128872,"Veronica fruticulosa","orophyte méridional","hermaphrodite","entomogame, autogame","racème simple","capsule","épizoochore","csuf","hémicryptophytaie","grpts vivaces des éboulis basophiles, alpiens, subalpins-alpins, héliophiles","Noccaeion rotundifoliae Braun-Blanquet in Braun-Blanquet & Jenny 1926 em. Zollitsch 1966","css","barochore","entomogame, autogame","Plantaginaceae","Veronica fruticulosa L., 1762","P",1,2019,2019
"260",128938,"Veronica officinalis","circumboréal","hermaphrodite","entomogame","racème simple","capsule","épizoochore","hsto","hémicryptophytaie","ourlets acidophiles médio-européens","Melampyro pratensis - Holcetea mollis Passarge 1979","ccs","barochore","entomogame","Plantaginaceae","Veronica officinalis L., 1753","P",2,2019,2019
"261",129033,"Veronica urticifolia","orophyte méridional","hermaphrodite","entomogame","racème simple","capsule","épizoochore","heri","hémicryptophytaie","mégaphorbiaies subalpines, hygrophiles, mésotrophiles, basophiles, des adrets","Adenostylion alliariae Braun-Blanquet 1926","ccs","barochore","entomogame","Plantaginaceae","Veronica urticifolia Jacq., 1773","P",2,2019,2019
"262",129520,"Viola biflora","circumboréal","hermaphrodite","entomogame, autogame","fleur solitaire latérale","capsule","myrmécochore","hsto","hémicryptophytaie","hémicryptophytaies des sources laurasiennes neutrophiles","Cardamino amarae - Chrysosplenietalia oppositifolii Hinterlang 1992","css","autochore ? (et dyszoochore)","entomogame, autogame","Violaceae","Viola biflora L., 1753","P",1,2019,2019
"263",129527,"Viola calcarata","orophyte alpien","hermaphrodite","entomogame","fleur solitaire latérale","capsule","myrmécochore","heri","hémicryptophytaie","grpts vivaces des éboulis basophiles, alpiens, subalpins-alpins, héliophiles","Noccaeion rotundifoliae Braun-Blanquet in Braun-Blanquet & Jenny 1926 em. Zollitsch 1966","ccs","autochore ? (et dyszoochore)","entomogame","Violaceae","Viola calcarata L., 1753","P",4,2019,2019
"264",188940,"Alchemilla",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"épizoochore","apogame","Rosaceae","Alchemilla L., 1753","P",1,2019,2019
"265",131226,"Alnus alnobetula subsp. alnobetula","européen","monoïque","anémogame","épi de cymes triflores","akène","anémochore","b-cad","nanophanérophytaie","buissons d'arbrisseaux mésohydriques, des zones d'éboulis subalpins","Alnion alnobetulae Schnyder 1930","ccs","anémochore","anémogame","Betulaceae","Alnus alnobetula subsp. alnobetula (Ehrh.) K.Koch, 1872","P",4,2019,2019
"266",718302,"Alopecurus gerardi subsp. gerardi","orophyte méridional","hermaphrodite","anémogame","épi d'épillets","caryopse","barochore","hsto","hémicryptophytaie","pelouses acidophiles ouvertes, alpines, mésohydriques, des adrets alpiens","Festucion acuminatae Braun-Blanquet 1926",NA,"barochore","anémogame","Poaceae","Alopecurus gerardi subsp. gerardi Vill., 1786","P",1,2019,2019
"267",131467,"Anthyllis vulneraria subsp. alpestris","orophyte méridional","hermaphrodite","entomogame","racème capituliforme","gousse","anémochore","hsto","hémicryptophytaie","pelouses basophiles subalpines, alpiennes, mésohydriques","Seslerion caeruleae Braun-Blanquet in Braun-Blanquet & Jenny 1926","crs","barochore","entomogame","Fabaceae","Anthyllis vulneraria subsp. alpestris (Kit. ex Schult.) Asch. & Graebn., 1908","P",1,2019,2019
"268",717731,"Atocion rupestre","orophyte méridional","hermaphrodite","entomogame","cyme bipare","capsule","anémochore","heri","hémicryptophytaie","lithophytes des dalles acidophiles montagnardes","Atociono rupestris - Sempervivetalia montani de Foucault 1999",NA,"anémochore","entomogame","Caryophyllaceae","Atocion rupestre (L.) Oxelman, 2001","P",13,2019,2020
"269",189857,"Betula",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"anémochore","anémogame","Betulaceae","Betula L., 1753","P",1,2020,2020
"270",613160,"Agrostis rupestris var. rupestris","orophyte méridional","hermaphrodite","anémogame","panicule d'épillets","caryopse","anémochore","hces","hémicryptophytaie","pelouses acidophiles alpino-alpiennes climaciques, chionophobes","Caricion curvulae subsp. curvulae Braun-Blanquet 1925",NA,"anémochore","anémogame","Poaceae","Agrostis rupestris var. rupestris All., 1785","P",93,2019,2020
"271",132395,"Calamagrostis varia subsp. varia","orophyte eurasiatique","hermaphrodite","anémogame","panicule d'épillets","caryopse","anémochore","Hsto","hémicryptophytaie","mégaphorbiaies subalpines à montagnardes, mésohydriques, méso-oligotrophiles, basophiles, héliophiles","Calamagrostion variae Sillinger 1932 em. Hadàc & al. 1969","ccs","anémochore","anémogame","Poaceae","Calamagrostis varia subsp. varia (Schrad.) Host, 1809","P",2,2019,2019
"272",132515,"Campanula rotundifolia subsp. rotundifolia","eurasiatique","hermaphrodite","entomogame, autogame","cyme unipare hélicoïde","capsule","barochore","heri","hémicryptophytaie","pelouses des sables continentaux acidophiles à neutroclines, planitiaires-collinéennes","Agrostio capillaris - Jasionetalia montanae de Foucault 1999","crs","barochore","entomogame, autogame","Campanulaceae","Campanula rotundifolia subsp. rotundifolia L., 1753","P",1,2019,2019
"273",132522,"Campanula scheuchzeri subsp. scheuchzeri","orophyte méridional","hermaphrodite","entomogame, autogame","cyme unipare hélicoïde","capsule","barochore","hsto","hémicryptophytaie","pelouses acidophiles montagnardes à subalpines","Trifolio alpini - Meetalia athamantici de Foucault 1994","crs","barochore","entomogame, autogame","Campanulaceae","Campanula scheuchzeri subsp. scheuchzeri Vill., 1779","P",22,2019,2020
"274",87891,"Cardamine alpina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Brassicaceae","Cardamine alpina Willd., 1800","P",12,2019,2020
"275",132593,"Carduus defloratus subsp. defloratus","orophyte méridional","hermaphrodite","entomogame, autogame","racème de capitules","akène","anémochore","heri","hémicryptophytaie","pelouses basophiles subalpines, pionnières, chionophiles","Seslerietea caeruleae Braun-Blanquet 1948 em. Oberdorfer 1978",NA,NA,NA,"Asteraceae","Carduus defloratus subsp. defloratus L., 1759","P",1,2020,2020
"276",132810,"Carex sempervirens subsp. sempervirens","orophyte alpien","monoïque","anémogame","racème d'épis","akène","épizoochore","hces","hémicryptophytaie","pelouses neutroclines subalpines, alpiennes, mésohydriques","Agrostio capillaris - Seslerienion caeruleae Béguin 1970","css","épizoochore","anémogame","Cyperaceae","Carex sempervirens subsp. sempervirens Vill., 1787","P",2,2019,2019
"277",90116,"Cerastium uniflorum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"barochore","entomogame","Caryophyllaceae","Cerastium uniflorum Clairv., 1811","P",20,2020,2020
"278",1000304,"Cherleria laricifolia","orophyte pyrénéo-auvergnat","hermaphrodite","entomogame","cyme bipare","capsule","barochore","hces","hémicryptophytaie","lithophytes des replats de falaises européennes, acidophiles, subalpines à alpines, pyrénéennes","Saxifragion bryoidis Nègre 1968",NA,NA,NA,"Caryophyllaceae","Cherleria laricifolia (L.) Iamonico, 2016","P",2,2019,2019
"279",93004,"Crepis aurea","orophyte alpien","hermaphrodite","entomogame, autogame","racème de capitules","akène","anémochore","hros","hémicryptophytaie","prairies mésohydriques eutrophiles, pâturées, subalpines","Poion alpinae Gams 1927 ex Oberdorfer 1950",NA,"anémochore","entomogame, autogame","Asteraceae","Crepis aurea (L.) Tausch, 1828","P",1,2019,2019
"280",93469,"Cryptogramma crispa","orophyte eurasiatique","monoïque","hydrogame",NA,NA,"anémochore","grhi","hémicryptophytaie","grpts vivaces des éboulis acidophiles grossiers, sciaphiles, montagnards à subalpins","Cryptogrammion crispae Jenny-Lips 1930","crs","anémochore",NA,"Pteridaceae","Cryptogramma crispa (L.) R.Br. ex Hook., 1842","P",2,2019,2020
"281",133787,"Deschampsia cespitosa subsp. cespitosa","orophyte européen","hermaphrodite","anémogame","panicule d'épillets","caryopse","épizoochore","Hces","hémicryptophytaie","mégaphorbiaies boréales à montagnardes, mésoeutrophiles","Petasito hybridi - Chaerophylletalia hirsuti Morariu 1967","css","épizoochore","anémogame","Poaceae","Deschampsia cespitosa subsp. cespitosa (L.) P.Beauv., 1812","P",1,2019,2019
"282",95056,"Diphasiastrum alpinum","circumboréal","monoïque","hydrogame",NA,NA,"anémochore","hsto","parvochaméphytaie","landes acidophiles psychrophiles arctico-alpines à boréo-subalpines","Empetretalia nigri subsp. hermaphroditi Schubert 1960",NA,"anémochore",NA,"Lycopodiaceae","Diphasiastrum alpinum (L.) Holub, 1975","P",2,2019,2020
"283",134113,"Epilobium dodonaei subsp. dodonaei","orophyte alpien","hermaphrodite","entomogame","racème simple","capsule","anémochore","hsto","hémicryptophytaie","grpts vivaces hygrophiles des alluvions grossières orophiles","Epilobion dodonaei subsp. fleischeri Braun-Blanquet in G. & J. Braun-Blanquet 1931","crs","anémochore","entomogame","Onagraceae","Epilobium dodonaei subsp. dodonaei Vill., 1779","P",3,2019,2019
"284",134221,"Erigeron uniflorus subsp. uniflorus","arctico-alpin","hermaphrodite","entomogame, autogame","racème de capitules","akène","anémochore","hros","hémicryptophytaie","pelouses basophiles arctico-alpines climaciques, chionophobes, holarctiques","Caricetea rupestro - myosuroidis Ohba 1974",NA,"anémochore","entomogame, autogame","Asteraceae","Erigeron uniflorus subsp. uniflorus L., 1753","P",20,2019,2020
"285",192551,"Festuca",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Poaceae","Festuca L., 1753","P",1,2020,2020
"286",98370,"Festuca melanopsis","orophyte alpien","hermaphrodite","anémogame","panicule d'épillets","caryopse","épizoochore","hces","hémicryptophytaie","pelouses basophiles subalpines, alpiennes, mésohydriques","Seslerion caeruleae Braun-Blanquet in Braun-Blanquet & Jenny 1926","ccs","épizoochore","anémogame","Poaceae","Festuca melanopsis Foggi, Gr.Rossi & Signorini, 1999","P",14,2019,2019
"287",98598,"Festuca varia","orophyte alpien","hermaphrodite","anémogame","panicule d'épillets","caryopse","épizoochore","hces","hémicryptophytaie","pelouses acidophiles ouvertes, alpines, mésohydriques, des adrets alpiens","Festucion acuminatae Braun-Blanquet 1926",NA,"barochore","anémogame","Poaceae","Festuca varia Haenke, 1789","P",3,2020,2020
"288",98607,"Festuca violacea","orophyte alpien","hermaphrodite","anémogame","panicule d'épillets","caryopse","épizoochore","hces","hémicryptophytaie","pelouses basophiles subalpines, alpiennes, mésohygrophiles","Caricion ferrugineae Braun-Blanquet 1931","ccs","épizoochore","anémogame","Poaceae","Festuca violacea Ser. ex Gaudin, 1808","P",21,2019,2020
"289",718360,"Helictochloa versicolor subsp. versicolor","orophyte méridional","hermaphrodite","anémogame","panicule d'épillets","caryopse","épizoochore","hces","hémicryptophytaie","pelouses acidophiles alpines climaciques, chionophobes","Caricetalia curvulae subsp. curvulae Braun-Blanquet in Braun-Blanquet & Jenny 1926",NA,"épizoochore","anémogame","Poaceae","Helictochloa versicolor subsp. versicolor (Vill.) Romero Zarco, 2011","P",2,2019,2020
"290",193276,"Hieracium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"anémochore","apogame","Asteraceae","Hieracium L., 1753","P",11,2019,2020
"291",20000658,"Hieracium murorum gpe","eurasiatique","hermaphrodite","apogame","racème de capitules","akène","anémochore","hros","hémicryptophytaie","ourlets externes acidophiles médio-européens","Melampyro pratensis - Holcetalia mollis Passarge 1967",NA,"anémochore","apogame","Asteraceae","Hieracium murorum gpe","P",5,2019,2019
"292",718363,"Hornungia alpina subsp. alpina","orophyte méridional","hermaphrodite","entomogame","racème simple","silique","barochore","heri","hémicryptophytaie","grpts vivaces des éboulis grossiers de calcaires compacts, montagnards-subalpins, sciaphiles","Arabidion alpinae Béguin 1970",NA,"barochore","entomogame","Brassicaceae","Hornungia alpina subsp. alpina (L.) O.Appel, 1997","P",2,2019,2019
"293",193498,"Hypericum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hypericaceae","Hypericum L., 1753","P",1,2019,2019
"294",104734,"Lactuca alpina","orophyte européen","hermaphrodite","entomogame","corymbe de capitules","akène","barochore","Heri","hémicryptophytaie","mégaphorbiaies subalpines d'Europe occidentale","Adenostyletalia alliariae G. & J. Braun-Blanquet 1931",NA,"barochore","entomogame","Asteraceae","Lactuca alpina (L.) Benth. & Hook.f., 1876","P",1,2019,2019
"295",137102,"Laserpitium halleri subsp. halleri","orophyte alpien","hermaphrodite","entomogame","ombelle d'ombellules","akène","anémochore","heri","hémicryptophytaie","pelouses acidophiles ouvertes, alpines, mésohydriques, des adrets alpiens","Festucion acuminatae Braun-Blanquet 1926",NA,NA,NA,"Apiaceae","Laserpitium halleri subsp. halleri Crantz, 1767","P",1,2019,2019
"296",137189,"Leontodon hispidus subsp. hispidus","européen","hermaphrodite","entomogame, autogame","capitule simple","akène","anémochore","hros","hémicryptophytaie","pelouses basophiles médio-européennes occidentales, mésohydriques à mésohygroclines","Brizo mediae - Plantaginenea mediae Julve 2019 subcla. nov. hoc loco","crs","anémochore","entomogame, autogame","Asteraceae","Leontodon hispidus subsp. hispidus L., 1753","P",11,2019,2020
"297",159722,"Leucanthemopsis alpina subsp. alpina","orophyte méridional","hermaphrodite","entomogame, autogame","capitule simple","akène","barochore","hsto","hémicryptophytaie","pelouses alpines climaciques chionophiles, acidophiles","Salicion herbaceae Braun-Blanquet in Braun-Blanquet & Jenny 1926",NA,"barochore","entomogame, autogame","Asteraceae","Leucanthemopsis alpina subsp. alpina (L.) Heywood, 1975","P",114,2019,2020
"298",137320,"Linaria alpina subsp. alpina","orophyte méridional","hermaphrodite","entomogame","racème capituliforme","capsule","barochore","test(hbis)","thérophytaie","annuelles pionnières des éboulis européens","Galeopsietea ladani O. de Bolòs 1968","rss","barochore","entomogame","Plantaginaceae","Linaria alpina subsp. alpina (L.) Mill., 1768","P",40,2019,2020
"299",194322,"Luzula",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"myrmécochore","anémogame","Juncaceae","Luzula DC., 1805","P",1,2020,2020
