cd_ref,famille,nom_valide,nom_cite,cd_nom,nom_reconnu,nom_reconnu_ss_date,nom_reconnu_ss_auteur,ID,rang_taxinomique,N°_Taxinomique_BDNFF,N°_Nomenclatural_BDNFF,code_CATMINAT,NOM_SCIENTIFIQUE,CHOROLOGIE,inflorescence,sexualité,ordre_maturation,pollinisation,fruit,dissémination,couleur_fleur,macule,floraison,type_ligneux,Champ17,TYPE_BIOLOGIQUE,FORMATION_VEGETALE,CARACT_ECOLOG_HABITAT_OPTI,INDICATION_PHYTOSOCIOLOGIQUE_CARACTERISTIQUE,INDICATION_CARACTERISTIQUE_TRANSGRESSIVE,INDICATION_DIFFERENTIELLE_1,INDICATION_DIFFERENTIELLE_2,INDICATION_DIFFERENTIELLE_3,Lumière,Température,Continentalité,Humidité_atmosphérique,Humidité_édaphique,Réaction_du_sol_(pH),Niveau_trophique,Salinité,Texture,Matière_organique,Lichtzahl,Temperaturzahl,Kontinentalität,Feuchtzahl,Reaktionszahl,Nutrients,Salz,CLASSE_(-opsida),SUBCLASSE_(-idae),Clade_intermédiaire,SUPERORDRE_(-anae),Champ47,Champ48,Champ49,ORDRE_(-ales),FAMILLE_(-aceae),numSpA,numSpB,numSpH,nomA,nomB,nomH
113639,Lentibulariaceae,"Pinguicula vulgaris L., 1753",Pinguicula vulgaris,113639,"Pinguicula vulgaris L., 1753",Pinguicula vulgaris L.,Pinguicula vulgaris,5922,esp,5662,49587,06/1.,Pinguicula vulgaris L.,circumboréal,fleur solitaire terminale,hermaphrodite,,entomogame,capsule,barochore,bleu,,7-May,,,hros-car,hémicryptophytaie,hémicrypto-géophytaies des tourbières holarctiques,Scheuchzerio palustris - Caricetea nigrae (Nordhagen 1936) Tüxen 1937 em. Julve 1999,,Montio fontanae - Cardaminetea amarae Braun-Blanquet & Tüxen 1943,,,8,5,5,8,8,6,2,0,1,9,8,,3,8,7,2,0,Magnoliopsida,Magnoliidae,Eudicots,Asteranae,,,Asterids,Lamiales,Lentibulariaceae,0,0,2747,,,Pinguicula vulgaris
113806,Plantaginaceae,"Plantago alpina L., 1753",Plantago alpina L.,113806,"Plantago alpina L., 1753",Plantago alpina L.,Plantago alpina,5959,esp,30284,75292,09/1.0.2,Plantago alpina L.,orophyte méridional,épi simple,hermaphrodite,,anémogame,akène,barochore,blanc,,,,,hces,hémicryptophytaie,pelouses acidophiles montagnardes à subalpines,Trifolio alpini - Meetalia athamantici de Foucault 1994,,,,,8,3,3,5,5,3,2,0,3,5,8,3,2,5~,3,2,0,Magnoliopsida,Magnoliidae,Eudicots,Asteranae,,,Asterids,Lamiales,Plantaginaceae,0,0,2765,,,Plantago alpina
114011,Orchidaceae,"Platanthera bifolia (L.) Rich., 1817","Platanthera bifolia (L.) Rich., 1817",114011,"Platanthera bifolia (L.) Rich., 1817",Platanthera bifolia (L.) Rich.,Platanthera bifolia,5996,esp,6553,50128,10/2.0.2.0.3,Platanthera bifolia (L.) Rich.,eurasiatique tempéré,épi simple,hermaphrodite,,entomogame,capsule,anémochore,blanc,,,,,gtub,hémicryptophytaie,"ourlets marnicoles, mésohygrophiles, planitiaires-collinéens à montagnards",Tephroserido integrifoliae - Platantherion chloranthae Julve 2003 all. nov. hoc loco,,Loto maritimi - Mesobromopsidenion erectae Royer 1987,,,6,5,5,6,6,7,3,0,2,3,6,,3,5~,7,x,0,Magnoliopsida,Magnoliidae,Monocots,,,,,Asparagales,Orchidaceae,0,0,753,,,Platanthera bifolia
114105,Poaceae,"Poa alpina L., 1753","Poa alpina L., 1753",114105,"Poa alpina L., 1753",Poa alpina L.,Poa alpina,6007,esp,30473,75481,12/1.1.3.0.3,Poa alpina L.,circumboréal,panicule d'épillets,hermaphrodite,,anémogame,caryopse,barochore,vert,,,,,hces,hémicryptophytaie,"prairies mésohydriques eutrophiles, pâturées, subalpines",Poion alpinae Gams 1927 ex Oberdorfer 1950,,Valerianion tuberosae Guinochet 1975,,,7,3,7,5,5,5,7,0,3,3,7,3,5,5,x,7,0,Magnoliopsida,Magnoliidae,Monocots,Lilianae,,,Commelinids,Poales,Poaceae,0,0,313,,,Poa alpina
114151,Poaceae,"Poa cenisia All., 1789","Poa cenisia All., 1789",114151,"Poa cenisia All., 1789",Poa cenisia All.,Poa cenisia,6022,esp,30290,75298,08/20.0.2,Poa cenisia All.,orophyte méridional,panicule d'épillets,hermaphrodite,,anémogame,caryopse,barochore,vert,,,,,grhi,hémicryptophytaie,"grpts vivaces des éboulis basophiles, psychrophiles, montagnards (ubacs) à alpins, héliophiles",Noccaeetalia rotundifoliae Braun-Blanquet in Braun-Blanquet & Jenny 1926 em. Seibert in Oberdorfer 1977,,,,,8,1,5,5,5,5,4,0,6,1,8,2,2,5,8,3,0,Magnoliopsida,Magnoliidae,Monocots,Lilianae,,,Commelinids,Poales,Poaceae,0,0,1292,,,Petrocallis pyrenaica
114262,Poaceae,"Poa laxa Haenke, 1791","Poa laxa Haenke, 1791",114262,"Poa laxa Haenke, 1791",Poa laxa Haenke,Poa laxa,6030,esp,7090,50561,08/20.0.1,Poa laxa Haenke,orophyte européen,panicule d'épillets,hermaphrodite,,anémogame,caryopse,barochore,vert,,8-Jul,,,hces,hémicryptophytaie,"grpts vivaces des éboulis médio-européens orophiles, acidophiles",Androsacetalia alpinae Braun-Blanquet in Braun-Blanquet & Jenny 1926,,,,,8,1,5,5,5,3,2,0,7,1,8,1,2,5,3,2,0,Magnoliopsida,Magnoliidae,Monocots,Lilianae,,,Commelinids,Poales,Poaceae,0,0,1086,,,Paronychia polygonifolia
114287,Poaceae,"Poa minor Gaudin, 1808",Poa minor Gaudin,114287,"Poa minor Gaudin, 1808",Poa minor Gaudin,Poa minor,6031,esp,7091,50605,08/20.0.2,Poa minor Gaudin,orophyte occidental,panicule d'épillets,hermaphrodite,,anémogame,caryopse,barochore,vert,,8-Jul,,,hces,hémicryptophytaie,"grpts vivaces des éboulis basophiles, psychrophiles, montagnards (ubacs) à alpins, héliophiles",Noccaeetalia rotundifoliae Braun-Blanquet in Braun-Blanquet & Jenny 1926 em. Seibert in Oberdorfer 1977,,,,,8,1,5,5,5,8,2,0,7,1,8,2,2,5,8,3,0,Magnoliopsida,Magnoliidae,Monocots,Lilianae,,,Commelinids,Poales,Poaceae,0,0,326,,,Poa cenisia
114297,Poaceae,"Poa nemoralis L., 1753","Poa nemoralis L., 1753",114297,"Poa nemoralis L., 1753",Poa nemoralis L.,Poa nemoralis,6033,esp,7092,50622,10/3.,Poa nemoralis L.,circumboréal,panicule d'épillets,hermaphrodite,,anémogame,caryopse,barochore,vert,,,,,hces,hémicryptophytaie,"sous-bois herbacés médio-européens, planitiaires à montagnards",Anemono nemorosae - Caricetea sylvaticae Gillet 1986 em. Julve 1993,,,,,5,5,5,7,5,5,4,0,3,3,5,,5,5,5,4,0,Magnoliopsida,Magnoliidae,Monocots,Lilianae,,,Commelinids,Poales,Poaceae,0,0,318,,,Poa nemoralis
114523,Polygalaceae,"Polygala alpina (DC.) Steud., 1821",Polygala alpina,114523,"Polygala alpina (DC.) Steud., 1821",Polygala alpina (DC.) Steud.,Polygala alpina,6064,esp,30292,75300,09/20.,Polygala alpina (DC.) Steud.,orophyte alpien occ.,racème simple,hermaphrodite,,entomogame,capsule,anémochore,bleu,,,,,hsto,hémicryptophytaie,"pelouses basophiles subalpines, pionnières, chionophiles",Seslerietea caeruleae Braun-Blanquet 1948 em. Oberdorfer 1978,,,,,8,2,6,4,4,7,2,0,3,2,,,,,,,,Magnoliopsida,Magnoliidae,Eudicots,Rosanae,,,Rosids,Fabales,Polygalaceae,0,0,1929,,,Polygala alpina
115061,Dryopteridaceae,"Polystichum lonchitis (L.) Roth, 1799",Polystichum lonchitis,115061,"Polystichum lonchitis (L.) Roth, 1799",Polystichum lonchitis (L.) Roth,Polystichum lonchitis,6111,esp,7395,51919,08/20.0.5,Polystichum lonchitis (L.) Roth,circumboréal septentrional,,monoïque,,hydrogame,,autochore,,,10-May,,,hces,hémicryptophytaie,"grpts vivaces des éboulis basophiles sciaphiles, montagnards-subalpins","Polystichetalia lonchitidis Rivas-Martínez, T.E. Díaz, F. Prieto, Loidi & Penas 1984",,,,,4,3,5,5,5,7,3,0,4,3,6,4,3,5,8,3,0,Polypodiopsida,Polypodiidae,,Filicanae,,,,Filicales s. l.,Dryopteridaceae,0,0,10851,,,Hieracium falcatum
115156,Salicaceae,"Populus tremula L., 1753","Populus tremula L., 1753",115156,"Populus tremula L., 1753",Populus tremula L.,Populus tremula,6125,esp,5131,52056,16/1.0.1,Populus tremula L.,eurasiatique méridional,épi simple,dioïque,,anémogame,capsule,anémochore,vert,,4-Mar,arbre,30,A-cad,magnophanérophytaie,"associations arborescentes de nomades à bois tendres, pionniers des climax caducifoliés et sempervirents du tempéré modal et du tempéré froid eurasiatiques, planitiaires à boréo-subalpins, sur sols oligotrophes à mésotrophes","Betulo pendulae - Populetalia tremulae Rivas-Martínez, Fernández-González, Loidi, Lousã & Penas 2001",,,,,8,5,5,5,5,4,5,0,4,4,-6,5,5,5,x,x,0,Magnoliopsida,Magnoliidae,Eudicots,Rosanae,,,Rosids,Malpighiales,Salicaceae,783,7076,7077,Populus tremula A,Populus tremula B,Populus tremula H
115449,Rosaceae,"Potentilla crantzii (Crantz) Beck ex Fritsch, 1897","Potentilla crantzii (Crantz) Beck ex Fritsch, 1897",115449,"Potentilla crantzii (Crantz) Beck ex Fritsch, 1897",Potentilla crantzii (Crantz) Beck ex Fritsch,Potentilla crantzii,6177,esp,4785,52530,11/7.,Potentilla crantzii (Crantz) Beck ex Fritsch,circumboréal,cyme unipare hélicoïde,hermaphrodite,,apogame,akène,barochore,jaune,,,,,heri,hémicryptophytaie,"pelouses basophiles arctico-alpines climaciques, chionophobes, holarctiques",Caricetea rupestro - myosuroidis Ohba 1974,,,,,9,2,4,5,5,8,2,0,5,7,9,2,3,5,8,2,0,Magnoliopsida,Magnoliidae,Eudicots,Rosanae,,,Rosids,Rosales,Rosaceae,0,0,1598,,,Potentilla crantzii
115498,Rosaceae,"Potentilla grandiflora L., 1753",Potentilla grandiflora,115498,"Potentilla grandiflora L., 1753",Potentilla grandiflora L.,Potentilla grandiflora,6183,esp,4795,52605,09/1.0.2.0.5,Potentilla grandiflora L.,orophyte méridional,cyme unipare hélicoïde,hermaphrodite,,entomogame,akène,barochore,jaune,,,,,heri,hémicryptophytaie,"pelouses acidophiles ouvertes, alpines, mésohydriques, des adrets alpiens",Festucion acuminatae Braun-Blanquet 1926,,,,,8,2,5,5,4,4,2,0,4,4,8,3,5,3,4,2,0,Magnoliopsida,Magnoliidae,Eudicots,Rosanae,,,Rosids,Rosales,Rosaceae,0,0,1593,,,Potentilla grandiflora
115813,Asteraceae,"Prenanthes purpurea L., 1753","Prenanthes purpurea L., 1753",115813,"Prenanthes purpurea L., 1753",Prenanthes purpurea L.,Prenanthes purpurea,6225,esp,1108,53096,13/8.0.1.0.2,Prenanthes purpurea L.,européen,racème de capitules,hermaphrodite,,entomogame,akène,épizoochore,rose,,8-Jul,,,Heri,hémicryptophytaie,"mégaphorbiaies pionnières de clairières acidophiles, méso-eutrophiles, médio-européennes, montagnardes",Prenanthion purpureae Julve 1993,,,,,5,3,5,7,5,4,5,0,3,5,4,4,4,5,5,5,0,Magnoliopsida,Magnoliidae,Eudicots,Asteranae,,,Asterids,Asterales,Asteraceae,0,0,3282,,,Prenanthes purpurea
115868,Primulaceae,"Primula farinosa L., 1753",Primula farinosa L.,115868,"Primula farinosa L., 1753",Primula farinosa L.,Primula farinosa,6230,esp,30474,75482,06/1.1.2.0.1,Primula farinosa L.,circumboréal,ombelle simple,hermaphrodite,,entomogame,capsule,barochore,rose,,,,,hros,hémicryptophytaie,"parvocariçaies des tourbières basses centro-européennes à boréomontagnardes, basophiles",Caricion davallianae Klika 1934,,,,,8,3,7,8,8,8,2,0,1,9,8,,4,8~,9,2,0,Magnoliopsida,Magnoliidae,Eudicots,Asteranae,,,Asterids,Ericales,Primulaceae,0,0,2302,,,Primula farinosa
115875,Primulaceae,"Primula hirsuta All., 1773","Primula hirsuta All., 1773",115875,"Primula hirsuta All., 1773",Primula hirsuta All.,Primula hirsuta,6233,esp,4363,53196,08/2.1.1,Primula hirsuta All.,orophyte méridional,ombelle simple,hermaphrodite,,entomogame,capsule,barochore,rose,,,,,hros,hémicryptophytaie,"lithophytes des replats de falaises européennes, acidophiles, subalpines à alpines",Androsacetalia vandellii Braun-Blanquet in Meier & Braun-Blanquet 1934,,,,,8,2,4,6,4,3,2,0,8,1,8,2,5,5,3,2,0,Magnoliopsida,Magnoliidae,Eudicots,Asteranae,,,Asterids,Ericales,Primulaceae,0,0,2895,,,Phyteuma hemisphaericum
116543,Ericaceae,"Pyrola minor L., 1753","Pyrola minor L., 1753",116543,"Pyrola minor L., 1753",Pyrola minor L.,Pyrola minor,6354,esp,4071,54190,10/3.0.2.0.4,Pyrola minor L.,circumboréal,racème simple,hermaphrodite,,"entomogame, autogame",capsule,barochore,blanc,,8-Jun,,,grhi,hémicryptophytaie,"sous-bois herbacés médio-européens, boréaux à montagnards, des humus bruts (mor)",Goodyerion repentis de Foucault & Julve 2002,,,,,5,4,4,6,5,5,2,0,4,3,6,,,5,3,2,0,Magnoliopsida,Magnoliidae,Eudicots,Asteranae,,,Asterids,Ericales,Ericaceae,0,0,2262,,,Pyrola minor
117043,Ranunculaceae,"Ranunculus glacialis L., 1753","Ranunculus glacialis L., 1753",117043,"Ranunculus glacialis L., 1753",Ranunculus glacialis L.,Ranunculus glacialis,6419,esp,4523,55036,08/20.0.1,Ranunculus glacialis L.,arctico-alpin,fleur solitaire terminale,gynodioïque,,entomogame,akène,épizoochore,blanc,,8-Jul,,,heri,hémicryptophytaie,"grpts vivaces des éboulis médio-européens orophiles, acidophiles",Androsacetalia alpinae Braun-Blanquet in Braun-Blanquet & Jenny 1926,,,,,8,1,5,7,6,3,2,0,5,1,8,1,4,6,3,2,0,Magnoliopsida,Magnoliidae,Eudicots,Ranunculanae,,,,Ranunculales,Ranunculaceae,0,0,316,,,Poa laxa
117125,Ranunculaceae,"Ranunculus montanus Willd., 1799","Ranunculus montanus Willd., 1799",117125,"Ranunculus montanus Willd., 1799",Ranunculus montanus Willd.,Ranunculus montanus,6434,esp,4539,55169,12/1.1.3.0.3,Ranunculus montanus Willd.,européen méridional,fleur solitaire terminale,hermaphrodite,,entomogame,akène,épizoochore,jaune,,8-May,,,hros,hémicryptophytaie,"prairies mésohydriques eutrophiles, pâturées, subalpines",Poion alpinae Gams 1927 ex Oberdorfer 1950,,,,,6,3,4,6,5,7,6,0,2,3,6,3,4,5,8,6,0,Magnoliopsida,Magnoliidae,Eudicots,Ranunculanae,,,,Ranunculales,Ranunculaceae,0,0,1202,,,Ranunculus montanus
117222,Ranunculaceae,"Ranunculus sartorianus Boiss. & Heldr., 1854",Ranunculus sartorianus Boiss. & Heldr.,117222,"Ranunculus sartorianus Boiss. & Heldr., 1854",Ranunculus sartorianus Boiss. & Heldr.,Ranunculus sartorianus,6465,esp,4568,55390,09/1.0.2,Ranunculus sartorianus Boiss. & Heldr.,orophyte méridional,cyme unipare hélicoïde,hermaphrodite,,entomogame,akène,barochore,jaune,,,,,heri,hémicryptophytaie,pelouses acidophiles montagnardes à subalpines,Trifolio alpini - Meetalia athamantici de Foucault 1994,,,,,7,2,5,5,5,4,3,0,3,7,,,,,,,,Magnoliopsida,Magnoliidae,Eudicots,Ranunculanae,,,,Ranunculales,Ranunculaceae,0,0,11610,,,Ranunculus sartorianus
117590,Orobanchaceae,"Rhinanthus angustifolius C.C.Gmel., 1806",Rhinanthus angustifolius,117590,"Rhinanthus angustifolius C.C.Gmel., 1806",Rhinanthus angustifolius C.C.Gmel.,Rhinanthus angustifolius,6531,esp,5436,55881,09/3.2,Rhinanthus angustifolius C.C.Gmel.,eurasiatique,épi simple,hermaphrodite,,entomogame,capsule,anémochore,jaune,,,,,test-hpar,hémicryptophytaie,"pelouses basophiles médio-européennes occidentales, mésohydriques à mésohygroclines",Brizo mediae - Plantaginenea mediae Julve 2019 subcla. nov. hoc loco,,,,,8,5,3,6,6,7,2,0,3,2,7,5,3,6~,7,2,0,Magnoliopsida,Magnoliidae,Eudicots,Asteranae,,,Asterids,Lamiales,Orobanchaceae,0,0,2697,,,Rhinanthus angustifolius
117601,Orobanchaceae,"Rhinanthus glacialis Personnat, 1863","Rhinanthus glacialis Personnat, 1863",117601,"Rhinanthus glacialis Personnat, 1863",Rhinanthus glacialis Personnat,Rhinanthus glacialis,6534,esp,5440,55912,09/1.0.2,Rhinanthus glacialis Personnat,orophyte alpien,épi simple,hermaphrodite,,entomogame,capsule,"anémochore, myrmécochore",jaune,,,,,test-hpar,hémicryptophytaie,pelouses acidophiles montagnardes à subalpines,Trifolio alpini - Meetalia athamantici de Foucault 1994,,,,,8,3,4,6,5,4,2,0,3,2,8,3,4,5,4,2,0,Magnoliopsida,Magnoliidae,Eudicots,Asteranae,,,Asterids,Lamiales,Orobanchaceae,0,0,4378,,,Rhinanthus aristatus
117679,Ericaceae,"Rhododendron ferrugineum L., 1753","Rhododendron ferrugineum L., 1753",117679,"Rhododendron ferrugineum L., 1753",Rhododendron ferrugineum L.,Rhododendron ferrugineum,6544,esp,2670,75328,14/4.0.2.0.5,Rhododendron ferrugineum L.,orophyte européen,ombelle simple,hermaphrodite,,entomogame,capsule,anémochore,rose,,,sous-arbrisseau,1,Cfru-semp,magnochaméphytaie,"landes subalpines des ubacs, chionophiles",Rhododendro ferruginei - Vaccinion myrtilli (Braun-Blanquet 1926) Schnyder 1930,,,,,6,2,5,7,5,2,3,0,3,7,7,3,4,6,2,2,0,Magnoliopsida,Magnoliidae,Eudicots,Asteranae,,,Asterids,Ericales,Ericaceae,0,2287,7953,,Rhododendron ferrugineum B,Rhododendron ferrugineum H
119149,Rosaceae,"Rubus idaeus L., 1753","Rubus idaeus L., 1753",119149,"Rubus idaeus L., 1753",Rubus idaeus L.,Rubus idaeus,6887,esp,4932,58196,13/9.,Rubus idaeus L.,eurasiatique septentrional,racème de racèmes,hermaphrodite,,apogame,drupe,endozoochore,blanc,,7-May,,,Hrub(b),hémicryptophytaie,"ronciers de clairières médio-européennes, mésohydriques à mésohygrophiles","Lonicero periclymeni - Rubetea plicati Haveman, Schaminée & Stortelder in Stortelder, Schaminée & Hommel 1999",,,,,5,5,5,6,6,5,6,0,2,4,7,,,x,x,6,0,Magnoliopsida,Magnoliidae,Eudicots,Rosanae,,,Rosids,Rosales,Rosaceae,0,1609,7211,,Rubus idaeus B,Rubus idaeus H
119450,Polygonaceae,"Rumex arifolius All., 1773","Rumex alpestris Jacq., 1762",119434,"Rumex arifolius All., 1773",Rumex arifolius All.,Rumex arifolius,7186,esp,4257,58646,05/2.0.3,Rumex arifolius All.,eurasiatique,glomérules,dioïque,,anémogame,akène,anémochore,vert,,,,,Heri,hémicryptophytaie,"mégaphorbiaies boréales à montagnardes, mésoeutrophiles",Petasito hybridi - Chaerophylletalia hirsuti Morariu 1967,,,,,8,2,6,8,6,7,8,0,1,8,,,,,,,,Magnoliopsida,Magnoliidae,Eudicots,Caryophyllanae,,,,Caryophyllales,Polygonaceae,0,0,877,,,Rumex arifolius
119587,Polygonaceae,"Rumex scutatus L., 1753","Rumex scutatus L., 1753",119587,"Rumex scutatus L., 1753",Rumex scutatus L.,Rumex scutatus,7216,esp,30327,75335,08/20.,Rumex scutatus L.,européen méridional,glomérules,polygame,,anémogame,akène,anémochore,,,,,,hsto,hémicryptophytaie,grpts vivaces des éboulis médio-européens orophiles,Noccaeetea rotundifoliae Braun-Blanquet 1947,,,,,8,5,4,5,5,6,4,0,6,1,8,,2,4,7,3,0,Magnoliopsida,Magnoliidae,Eudicots,Caryophyllanae,,,,Caryophyllales,Polygonaceae,0,0,1403,,,Cardaminopsis arenosa
119780,Caryophyllaceae,"Sagina apetala Ard., 1763",Sagina apetala,119780,"Sagina apetala Ard., 1763",Sagina apetala Ard.,Sagina apetala,7248,esp,2161,59056,13/7.0.1,Sagina apetala Ard.,européen méridional,cyme bipare,hermaphrodite,,"entomogame, autogame",capsule,anémochore,vert,,,,,test,thérophytaie,"annuelles eutrophiles des tonsures surpiétinées, médio-européennes",Lepidio squamati - Polygonetalia avicularis subsp. depressi Lohmeyer 1970,,Arabidopsion thalianae Passarge 1964,,,7,6,4,4,5,4,5,0,3,4,8,7,2,7~,4,4,0,Magnoliopsida,Magnoliidae,Eudicots,Caryophyllanae,,,,Caryophyllales,Caryophyllaceae,0,0,1051,,,Sagina apetala
119798,Caryophyllaceae,"Sagina glabra (Willd.) Fenzl, 1833",Sagina glabra (Willd.) Fenzl,119798,"Sagina glabra (Willd.) Fenzl, 1833",Sagina glabra (Willd.) Fenzl,Sagina glabra,7251,esp,2162,59083,09/1.0.2,Sagina glabra (Willd.) Fenzl,orophyte méridional,cyme bipare,hermaphrodite,,,capsule,barochore,blanc,,8-Jul,,,grhi,hémicryptophytaie,pelouses acidophiles montagnardes à subalpines,Trifolio alpini - Meetalia athamantici de Foucault 1994,,,,,7,2,4,5,4,3,2,0,5,1,,,,,,,,Magnoliopsida,Magnoliidae,Eudicots,Caryophyllanae,,,,Caryophyllales,Caryophyllaceae,0,0,1047,,,Sagina glabra
119827,Caryophyllaceae,"Sagina saginoides (L.) H.Karst., 1882","Sagina saginoides (L.) H.Karst., 1882",119827,"Sagina saginoides (L.) H.Karst., 1882",Sagina saginoides (L.) H.Karst.,Sagina saginoides,7258,esp,2170,59126,11/6.,Sagina saginoides (L.) H.Karst.,arctico-alpin,cyme bipare,hermaphrodite,,"entomogame, autogame",capsule,barochore,blanc,,,,,hces,hémicryptophytaie,"pelouses arctico-alpines climaciques, chionophiles, mésohygrophiles",Salicetea herbaceae Braun-Blanquet 1948,Poion supinae (Tüxen 1970) Rivas-Martínez & Géhu 1978,,,,7,2,4,7,6,5,4,0,5,7,7,3,3,6~,5,4,0,Magnoliopsida,Magnoliidae,Eudicots,Caryophyllanae,,,,Caryophyllales,Caryophyllaceae,0,0,1048,,,Sagina saginoides
119933,Salicaceae,"Salix appendiculata Vill., 1789","Salix appendiculata Vill., 1789",119933,"Salix appendiculata Vill., 1789",Salix appendiculata Vill.,Salix appendiculata,7283,esp,5138,59297,15/4.,Salix appendiculata Vill.,orophyte européen,épi simple,dioïque,,anémogame,capsule,anémochore,vert,marron,7-May,arbuste,5,B-cad,microphanérophytaie,"buissons d'arbrisseaux mésohydriques, subalpins",Salici appendiculatae - Alnetea alnobetulae Lacoste 1985,,,,,7,3,6,6,5,7,6,0,2,4,7,3,4,6,8,6,0,Magnoliopsida,Magnoliidae,Eudicots,Rosanae,,,Rosids,Malpighiales,Salicaceae,7231,814,7136,Salix appendiculata A,Salix appendiculata B,Salix appendiculata H
119968,Salicaceae,"Salix breviserrata Flod., 1940","Salix breviserrata Flod., 1940",119968,"Salix breviserrata Flod., 1940",Salix breviserrata Flod.,Salix breviserrata,7287,esp,5145,59362,14/5.,Salix breviserrata Flod.,circumboréal,épi simple,dioïque,,anémogame,capsule,anémochore,,,,sous-arbrisseau,"0,3",cfru,chaméphytaie,"sous-arbrisseaux hydrophiles, boréaux à subalpins",Salicetea bicolori - lapponum Julve 2003 class. nov. hoc loco,,,,,7,3,6,8,7,7,2,0,2,4,,,,,,,,Magnoliopsida,Magnoliidae,Eudicots,Rosanae,,,Rosids,Malpighiales,Salicaceae,0,807,7274,,Salix breviserrata B,Salix breviserrata H
119977,Salicaceae,"Salix caprea L., 1753","Salix caprea L., 1753",119977,"Salix caprea L., 1753",Salix caprea L.,Salix caprea,7289,esp,5148,59380,16/1.0.1,Salix caprea L.,eurasiatique,épi simple,dioïque,,anémogame,capsule,anémochore,vert,noir,4-Mar,petit arbre,15,a-cad,magnophanérophytaie,"associations arborescentes de nomades à bois tendres, pionniers des climax caducifoliés et sempervirents du tempéré modal et du tempéré froid eurasiatiques, planitiaires à boréo-subalpins, sur sols oligotrophes à mésotrophes","Betulo pendulae - Populetalia tremulae Rivas-Martínez, Fernández-González, Loidi, Lousã & Penas 2001",,,,,7,5,5,5,5,5,5,0,3,4,7,,3,6,7,7,0,Magnoliopsida,Magnoliidae,Eudicots,Rosanae,,,Rosids,Malpighiales,Salicaceae,815,7044,7045,Salix caprea A,Salix caprea B,Salix caprea H
120037,Salicaceae,"Salix foetida Schleich. ex DC., 1805","Salix foetida Schleich. ex DC., 1805",120037,"Salix foetida Schleich. ex DC., 1805",Salix foetida Schleich. ex DC.,Salix foetida,7296,esp,5155,59506,14/5.0.1.0.1,Salix foetida Schleich. ex DC.,orophyte alpien,épi simple,dioïque,,anémogame,capsule,anémochore,"marron, rose",,8-Jun,sous-arbrisseau,"1,2",Cfru,chaméphytaie,"sous-arbrisseaux hydrophiles, subalpins","Salicion helveticae Rübel 1912 ex Theurillat in Theurillat, Aeschimann, Küpfer & Spichiger 1995",,,,,8,3,5,8,7,4,3,0,1,8,8,3,2,7~,4,4,0,Magnoliopsida,Magnoliidae,Eudicots,Rosanae,,,Rosids,Malpighiales,Salicaceae,0,809,7276,,Salix foetida B,Salix foetida H
120048,Salicaceae,"Salix glaucosericea Flod., 1943","Salix glaucosericea Flod., 1943",120048,"Salix glaucosericea Flod., 1943",Salix glaucosericea Flod.,Salix glaucosericea,7297,esp,5157,59538,14/5.0.1.0.1,Salix glaucosericea Flod.,orophyte alpien,épi simple,dioïque,,anémogame,capsule,anémochore,rose,marron,8-Jul,sous-arbrisseau,"1,2",Cfru,chaméphytaie,"sous-arbrisseaux hydrophiles, subalpins","Salicion helveticae Rübel 1912 ex Theurillat in Theurillat, Aeschimann, Küpfer & Spichiger 1995",,,,,8,3,5,8,7,7,4,0,3,4,,,,,,,,Magnoliopsida,Magnoliidae,Eudicots,Rosanae,,,Rosids,Malpighiales,Salicaceae,0,794,7279,,Salix glaucosericea B,Salix glaucosericea H
120052,Salicaceae,"Salix hastata L., 1753","Salix hastata L., 1753",120052,"Salix hastata L., 1753",Salix hastata L.,Salix hastata,7298,esp,30330,75338,14/5.0.1.0.1,Salix hastata L.,orophyte alpien,épi simple,dioïque,,anémogame,capsule,anémochore,vert,,7-Jun,sous-arbrisseau,"1,5",Cfru,chaméphytaie,"sous-arbrisseaux hydrophiles, subalpins","Salicion helveticae Rübel 1912 ex Theurillat in Theurillat, Aeschimann, Küpfer & Spichiger 1995",,,,,7,3,5,8,6,7,4,0,3,4,7,3,7,6,7,4,0,Magnoliopsida,Magnoliidae,Eudicots,Rosanae,,,Rosids,Malpighiales,Salicaceae,0,804,7102,,Salix hastata B,Salix hastata H
120056,Salicaceae,"Salix helvetica Vill., 1789","Salix helvetica Vill., 1789",120056,"Salix helvetica Vill., 1789",Salix helvetica Vill.,Salix helvetica,7300,esp,5159,59568,14/5.0.1.0.1,Salix helvetica Vill.,orophyte alpien,épi simple,dioïque,,anémogame,capsule,anémochore,marron,,7-Jun,sous-arbrisseau,"1,2",Cfru,chaméphytaie,"sous-arbrisseaux hydrophiles, subalpins","Salicion helveticae Rübel 1912 ex Theurillat in Theurillat, Aeschimann, Küpfer & Spichiger 1995",,,,,7,3,7,8,6,7,4,0,4,4,,,,,,,,Magnoliopsida,Magnoliidae,Eudicots,Rosanae,,,Rosids,Malpighiales,Salicaceae,0,806,7140,,Salix helvetica B,Salix helvetica H
