cd_ref,famille,nom_valide,nom_cite,cd_nom,nom_reconnu,nom_reconnu_ss_date,nom_reconnu_ss_auteur,ID,rang_taxinomique,N°_Taxinomique_BDNFF,N°_Nomenclatural_BDNFF,code_CATMINAT,NOM_SCIENTIFIQUE,CHOROLOGIE,inflorescence,sexualité,ordre_maturation,pollinisation,fruit,dissémination,couleur_fleur,macule,floraison,type_ligneux,Champ17,TYPE_BIOLOGIQUE,FORMATION_VEGETALE,CARACT_ECOLOG_HABITAT_OPTI,INDICATION_PHYTOSOCIOLOGIQUE_CARACTERISTIQUE,INDICATION_CARACTERISTIQUE_TRANSGRESSIVE,INDICATION_DIFFERENTIELLE_1,INDICATION_DIFFERENTIELLE_2,INDICATION_DIFFERENTIELLE_3,Lumière,Température,Continentalité,Humidité_atmosphérique,Humidité_édaphique,Réaction_du_sol_(pH),Niveau_trophique,Salinité,Texture,Matière_organique,Lichtzahl,Temperaturzahl,Kontinentalität,Feuchtzahl,Reaktionszahl,Nutrients,Salz,CLASSE_(-opsida),SUBCLASSE_(-idae),Clade_intermédiaire,SUPERORDRE_(-anae),Champ47,Champ48,Champ49,ORDRE_(-ales),FAMILLE_(-aceae),numSpA,numSpB,numSpH,nomA,nomB,nomH
127237,Fabaceae,"Trifolium badium Schreb., 1804","Trifolium badium Schreb., 1804",127237,"Trifolium badium Schreb., 1804",Trifolium badium Schreb.,Trifolium badium,8501,esp,30486,75494,12/1.1.3.0.3,Trifolium badium Schreb.,orophyte méridional,racème capituliforme,hermaphrodite,,entomogame,gousse,épizoochore,jaune,,8-Jul,,,hces,hémicryptophytaie,"prairies mésohydriques eutrophiles, pâturées, subalpines",Poion alpinae Gams 1927 ex Oberdorfer 1950,,,,,8,3,4,6,6,7,5,0,4,3,8,2,4,6,8,x,0,Magnoliopsida,Magnoliidae,Eudicots,Rosanae,,,Rosids,Fabales,Fabaceae,0,0,1706,,,Trifolium badium
127419,Fabaceae,"Trifolium pallescens Schreb., 1804","Trifolium pallescens Schreb., 1804",127419,"Trifolium pallescens Schreb., 1804",Trifolium pallescens Schreb.,Trifolium pallescens,8536,esp,3177,69262,09/1.0.2,Trifolium pallescens Schreb.,orophyte méridional,racème capituliforme,hermaphrodite,,entomogame,gousse,épizoochore,blanc,,8-Jul,,,hces,hémicryptophytaie,pelouses acidophiles montagnardes à subalpines,Trifolio alpini - Meetalia athamantici de Foucault 1994,,,,,8,3,4,5,5,4,2,0,3,4,8,3,4,5,5,2,0,Magnoliopsida,Magnoliidae,Eudicots,Rosanae,,,Rosids,Fabales,Fabaceae,0,0,1722,,,Trifolium pallescens
127439,Fabaceae,"Trifolium pratense L., 1753","Trifolium pratense L., 1753",127439,"Trifolium pratense L., 1753",Trifolium pratense L.,Trifolium pratense,8541,esp,14832,69291,12/1.,Trifolium pratense L.,eurasiatique,racème capituliforme,hermaphrodite,,entomogame,gousse,épizoochore,rose,,,,,heri,hémicryptophytaie,prairies européennes mésotrophiles à eutrophiles,Agrostio stoloniferae - Arrhenatheretea elatioris subsp. elatioris (Tüxen 1937 em. 1970) de Foucault 1984,,,,,7,5,5,5,5,5,6,0,3,3,7,,3,5,x,x,0,Magnoliopsida,Magnoliidae,Eudicots,Rosanae,,,Rosids,Fabales,Fabaceae,0,0,1737,,,Trifolium pratense
152216,Fabaceae,"Trifolium pratense var. villosum DC., 1805",Trifolium pratense var. villosum,152216,"Trifolium pratense var. villosum DC., 1805",Trifolium pratense var. villosum DC.,Trifolium pratense var. villosum,8544,var,3184,69324,12/1.1.3.0.3,Trifolium pratense var. villosum DC.,orophyte méridional,racème capituliforme,hermaphrodite,,entomogame,gousse,épizoochore,rose,,9-May,,,heri,hémicryptophytaie,"prairies mésohydriques eutrophiles, pâturées, subalpines",Poion alpinae Gams 1927 ex Oberdorfer 1950,,,,,8,2,4,6,5,6,6,0,3,3,8,2,3,5,6,6,0,Magnoliopsida,Magnoliidae,Eudicots,Rosanae,,,Rosids,Fabales,Fabaceae,0,0,1738,,,Trifolium pratense v. frigidum
127469,Fabaceae,"Trifolium saxatile All., 1773",Trifolium saxatile,127469,"Trifolium saxatile All., 1773",Trifolium saxatile All.,Trifolium saxatile,8554,esp,3193,69387,12/4.0.1.0.5,Trifolium saxatile All.,orophyte alpien,racème capituliforme,hermaphrodite,,entomogame,gousse,épizoochore,"blanc, rose",,8-Jul,,,test,thérophytaie,annuelles orophiles des graviers de torrents,?,,,,,7,2,8,6,6,4,3,0,6,1,,,,,,,,Magnoliopsida,Magnoliidae,Eudicots,Rosanae,,,Rosids,Fabales,Fabaceae,0,0,1728,,,Trifolium saxatile
127503,Fabaceae,"Trifolium thalii Vill., 1779","Trifolium thalii Vill., 1779",127503,"Trifolium thalii Vill., 1779",Trifolium thalii Vill.,Trifolium thalii,8570,esp,3208,69452,09/20.0.1.0.7,Trifolium thalii Vill.,orophyte méridional,racème capituliforme,hermaphrodite,,entomogame,gousse,épizoochore,rose,,8-Jul,,,hces,hémicryptophytaie,"pelouses basophiles subalpines, alpiennes, mésohygrophiles",Caricion ferrugineae Braun-Blanquet 1931,Primulion elatioris subsp. intricatae Braun-Blanquet 1948 ex Vigo 1972,Poion alpinae Gams 1927 ex Oberdorfer 1950,,,7,2,7,6,6,8,5,0,3,3,7,2,2,5,8,x,0,Magnoliopsida,Magnoliidae,Eudicots,Rosanae,,,Rosids,Fabales,Fabaceae,0,0,1724,,,Trifolium thalii
141953,Poaceae,"Trisetum spicatum subsp. ovatipaniculatum Hultén ex Jonsell, 1975",Trisetum spicatum (L.) K. Richter,141953,"Trisetum spicatum subsp. ovatipaniculatum Hultén ex Jonsell, 1975",Trisetum spicatum subsp. ovatipaniculatum Hultén ex Jonsell,Trisetum spicatum subsp. ovatipaniculatum,8620,subsp(uni),7186,69655,08/20.0.6.0.1,Trisetum spicatum subsp. ovatipaniculatum Hultén ex Jonsell,arctico-alpin,panicule d'épillets,hermaphrodite,,anémogame,caryopse,épizoochore,"vert, bleu, jaune",,8-Jul,,,hces,hémicryptophytaie,Gprts vivaces des éboulis fins stabilisés sur schistes calcareux et moraines des étages alpin et nival,Drabion hoppeanae Zollitsch 1968,,,,,9,1,4,6,5,7,1,0,5,7,,,,,,,,Magnoliopsida,Magnoliidae,Monocots,Lilianae,,,Commelinids,Poales,Poaceae,0,0,14798,,,Trisetum spicatum
128042,Asteraceae,"Tussilago farfara L., 1753","Tussilago farfara L., 1753",128042,"Tussilago farfara L., 1753",Tussilago farfara L.,Tussilago farfara,8659,esp,1284,70113,13/27.0.1.0.3,Tussilago farfara L.,eurasiatique,capitule simple,hermaphrodite,,"entomogame, autogame",akène,anémochore,jaune,,4-Mar,,,grhi,hémicryptophytaie,"friches vivaces pionnières mésohygrophiles, des substrats argileux",Tussilaginion farfarae (Szabo 1971) Popescu & Sanda 1988,,,,,7,5,5,5,6,8,7,0,1,3,8,,3,6~,8,x,0,Magnoliopsida,Magnoliidae,Eudicots,Asteranae,,,Asterids,Asterales,Asteraceae,0,0,3043,,,Tussilago farfara
128268,Urticaceae,"Urtica dioica L., 1753","Urtica dioica L., 1753",128268,"Urtica dioica L., 1753",Urtica dioica L.,Urtica dioica,8693,esp,14875,70396,13/2.,Urtica dioica L.,cosmopolite,glomérules,dioïque,,anémogame,akène,épizoochore,vert,,,,,Grhi,hémicryptophytaie,"friches et lisières vivaces médio-européennes, eutrophiles, mésohydriques à mésohygrophiles",Glechomo hederaceae - Urticetea dioicae (Passarge 1967) Julve 2003 nom. nov. hoc loco,,Filipendulo ulmariae - Convolvuletea sepium (Preising apud Hülbusch 1973) Géhu & Géhu-Franck 1987,,,5,5,5,5,5,6,9,0,3,3,,,,6,7,9,0,Magnoliopsida,Magnoliidae,Eudicots,Rosanae,,,Rosids,Rosales,Urticaceae,0,0,851,,,Urtica dioica
128345,Ericaceae,"Vaccinium myrtillus L., 1753","Vaccinium myrtillus L., 1753",128345,"Vaccinium myrtillus L., 1753",Vaccinium myrtillus L.,Vaccinium myrtillus,8708,esp,2674,70489,14/4.,Vaccinium myrtillus L.,eurasiatique septentrional,racème simple,hermaphrodite,,"entomogame, autogame",baie,endozoochore,"blanc, rose",,6-Apr,sous-arbrisseau,"0,6",Cfru,parvochaméphytaie,landes circumboréales à montagnardes-subalpines,"Calluno vulgaris - Vaccinietea myrtilli (Braun-Blanquet, Sissingh & Vlieger 1939) de Foucault 1990",,Luzulion luzuloidis Julve 1993,,,5,4,5,6,5,2,3,0,3,5,5,,5,x,2,3,0,Magnoliopsida,Magnoliidae,Eudicots,Asteranae,,,Asterids,Ericales,Ericaceae,0,2281,2281,,Vaccinium myrtillus,Vaccinium myrtillus
128354,Ericaceae,"Vaccinium uliginosum L., 1753","Vaccinium uliginosum L., 1753",128354,"Vaccinium uliginosum L., 1753",Vaccinium uliginosum L.,Vaccinium uliginosum,8710,esp,14878,70502,14/4.,Vaccinium uliginosum L.,circumboréal,racème simple,hermaphrodite,,"entomogame, autogame",baie,endozoochore,"blanc, rose",,,sous-arbrisseau,"0,8",Cfru,magnochaméphytaie,landes circumboréales à montagnardes-subalpines,"Calluno vulgaris - Vaccinietea myrtilli (Braun-Blanquet, Sissingh & Vlieger 1939) de Foucault 1990",,Ledetalia palustris Nordhagen 1936,,,5,3,5,7,6,2,3,0,2,6,6,,5,x,1,3,0,Magnoliopsida,Magnoliidae,Eudicots,Asteranae,,,Asterids,Ericales,Ericaceae,0,0,2283,,,Vaccinium uliginosum
142047,Ericaceae,"Vaccinium uliginosum subsp. microphyllum (Lange) Tolm., 1936","Vaccinium uliginosum subsp. microphyllum (Lange) Tolm., 1936",142047,"Vaccinium uliginosum subsp. microphyllum (Lange) Tolm., 1936",Vaccinium uliginosum subsp. microphyllum (Lange) Tolm.,Vaccinium uliginosum subsp. microphyllum,8712,subsp,7617,70503,14/1.,Vaccinium uliginosum subsp. microphyllum (Lange) Tolm.,arctico-alpin,racème simple,hermaphrodite,,"entomogame, autogame",baie,endozoochore,"blanc, rose",,7-May,sous-arbrisseau,"0,3",cfru,parvochaméphytaie,"landines chionophobes, acidophiles, arctico-alpines, climaciques",Kalmio procumbentis - Vaccinietea uliginosi subsp. microphylli Eggler 1952 ex Schubert 1960,,,,,8,1,5,6,5,3,1,0,6,7,8,3,4,5,3,2,0,Magnoliopsida,Magnoliidae,Eudicots,Asteranae,,,Asterids,Ericales,Ericaceae,0,0,2282,,,Vaccinium uli. microphyllum
128355,Ericaceae,"Vaccinium vitis-idaea L., 1753","Vaccinium vitis-idaea L., 1753",128355,"Vaccinium vitis-idaea L., 1753",Vaccinium vitis-idaea L.,Vaccinium vitis-idaea,8713,esp,14879,70507,14/4.,Vaccinium vitis-idaea L.,circumboréal,racème simple,hermaphrodite,,"entomogame, autogame",baie,endozoochore,"blanc, rose",,,sous-arbrisseau,"0,3",cfru-semp,parvochaméphytaie,landes circumboréales à montagnardes-subalpines,"Calluno vulgaris - Vaccinietea myrtilli (Braun-Blanquet, Sissingh & Vlieger 1939) de Foucault 1990",,,,,5,3,5,5,5,2,3,0,4,6,5,,5,4~,2,1,0,Magnoliopsida,Magnoliidae,Eudicots,Asteranae,,,Asterids,Ericales,Ericaceae,0,0,2280,,,Vaccinium vitis-idaea
128419,Caprifoliaceae,"Valeriana officinalis L., 1753","Valeriana officinalis L., 1753",128419,"Valeriana officinalis L., 1753",Valeriana officinalis L.,Valeriana officinalis,8723,esp,14881,70592,05/2.,Valeriana officinalis L.,européen,cyme multipare,hermaphrodite,,entomogame,akène,anémochore,rose,,,,,Hsto,hémicryptophytaie,"mégaphorbiaies hygrophiles, planitiaires-collinéennes à montagnardes",Filipendulo ulmariae - Convolvuletea sepium (Preising apud Hülbusch 1973) Géhu & Géhu-Franck 1987,,,,,7,6,4,8,7,7,6,0,1,8,7,6,5,8~,7,5,0,Magnoliopsida,Magnoliidae,Eudicots,Asteranae,,,Asterids,Dipsacales,Caprifoliaceae,0,0,2848,,,Valeriana officinalis
128445,Caprifoliaceae,"Valeriana tripteris L., 1753",Valeriana tripteris,128445,"Valeriana tripteris L., 1753",Valeriana tripteris L.,Valeriana tripteris,8731,esp,5689,70635,08/2.2.1,Valeriana tripteris L.,orophyte méridional,cyme multipare,hermaphrodite,,entomogame,akène,anémochore,rose,,7-May,,,grhi,hémicryptophytaie,"lithophytes des dalles en pente de falaises basophiles, orophiles",Potentilletalia caulescentis Braun-Blanquet in Braun-Blanquet & Jenny 1926,,,,,7,2,7,6,5,7,3,0,8,1,7,3,2,5,x,2,0,Magnoliopsida,Magnoliidae,Eudicots,Asteranae,,,Asterids,Dipsacales,Caprifoliaceae,0,0,968,,,Silene saxifraga
128520,Melanthiaceae,"Veratrum album L., 1753","Veratrum album L., 1753",128520,"Veratrum album L., 1753",Veratrum album L.,Veratrum album,8744,esp,6405,70723,05/2.0.3,Veratrum album L.,eurasiatique tempéré,épi simple,hermaphrodite,,entomogame,capsule,barochore,blanc,,,,,Heri,hémicryptophytaie,"mégaphorbiaies boréales à montagnardes, mésoeutrophiles",Petasito hybridi - Chaerophylletalia hirsuti Morariu 1967,,,,,8,3,6,8,7,7,7,0,1,8,7,4,4,x,7,6,0,Magnoliopsida,Magnoliidae,Monocots,Lilianae,,,,Liliales,Melanthiaceae,0,0,4015,,,Veratrum album
128789,Plantaginaceae,"Veronica alpina L., 1753","Veronica alpina L., 1753",128789,"Veronica alpina L., 1753",Veronica alpina L.,Veronica alpina,8799,esp,5492,71063,11/6.,Veronica alpina L.,arctico-alpin,racème simple,hermaphrodite,,"entomogame, autogame",capsule,épizoochore,bleu,,8-Jul,,,hces,hémicryptophytaie,"pelouses arctico-alpines climaciques, chionophiles, mésohygrophiles",Salicetea herbaceae Braun-Blanquet 1948,,,,,7,2,3,7,6,5,3,0,6,7,7,2,2,6,x,3,0,Magnoliopsida,Magnoliidae,Eudicots,Asteranae,,,Asterids,Lamiales,Plantaginaceae,0,0,2620,,,Veronica alpina
128797,Plantaginaceae,"Veronica aphylla L., 1753",Veronica aphylla L.,128797,"Veronica aphylla L., 1753",Veronica aphylla L.,Veronica aphylla,8803,esp,5495,71086,11/6.0.2,Veronica aphylla L.,orophyte méridional,fleur solitaire latérale,hermaphrodite,,"entomogame, autogame",capsule,anémochore,"bleu, rose",,8-Jun,,,hros,hémicryptophytaie,"pelouses alpines climaciques chionophiles, basophiles",Arabidetalia caeruleae Rübel 1933 ex Nordhagen 1936,,,,,8,1,4,8,6,8,2,0,5,1,8,2,4,5,8,2,0,Magnoliopsida,Magnoliidae,Eudicots,Asteranae,,,Asterids,Lamiales,Plantaginaceae,0,0,2610,,,Veronica aphylla
128810,Plantaginaceae,"Veronica bellidioides L., 1753",Veronica bellidioides L.,128810,"Veronica bellidioides L., 1753",Veronica bellidioides L.,Veronica bellidioides,8808,esp,5502,71112,11/5.0.1,Veronica bellidioides L.,orophyte méridional,racème simple,hermaphrodite,,"entomogame, autogame",capsule,épizoochore,bleu,,,,,hros,hémicryptophytaie,"pelouses acidophiles alpines climaciques, chionophobes",Caricetalia curvulae subsp. curvulae Braun-Blanquet in Braun-Blanquet & Jenny 1926,,,,,8,2,3,5,4,1,1,0,3,7,8,2,4,4,1,1,0,Magnoliopsida,Magnoliidae,Eudicots,Asteranae,,,Asterids,Lamiales,Plantaginaceae,0,0,2619,,,Veronica bellidioides
128871,Plantaginaceae,"Veronica fruticans Jacq., 1762","Veronica fruticans Jacq., 1762",128871,"Veronica fruticans Jacq., 1762",Veronica fruticans Jacq.,Veronica fruticans,8816,esp,5509,71178,11/5.,Veronica fruticans Jacq.,arctico-alpin,racème simple,hermaphrodite,,"entomogame, autogame",capsule,épizoochore,bleu,rose,9-Jun,,,csuf,hémicryptophytaie,"pelouses acidophiles arctico-alpines climaciques, chionophobes",Caricetea curvulae subsp. curvulae Braun-Blanquet 1948,,Androsacion vandellii Braun-Blanquet in Braun-Blanquet & Jenny 1926,,,8,1,4,5,4,4,2,0,5,7,8,2,2,4,x,2,0,Magnoliopsida,Magnoliidae,Eudicots,Asteranae,,,Asterids,Lamiales,Plantaginaceae,0,0,2618,,,Veronica fruticans
128872,Plantaginaceae,"Veronica fruticulosa L., 1762","Veronica fruticulosa L., 1762",128872,"Veronica fruticulosa L., 1762",Veronica fruticulosa L.,Veronica fruticulosa,8817,esp,5510,71179,08/20.0.2.0.6,Veronica fruticulosa L.,orophyte méridional,racème simple,hermaphrodite,,"entomogame, autogame",capsule,épizoochore,bleu,,9-Jun,,,csuf,hémicryptophytaie,"grpts vivaces des éboulis basophiles, alpiens, subalpins-alpins, héliophiles",Noccaeion rotundifoliae Braun-Blanquet in Braun-Blanquet & Jenny 1926 em. Zollitsch 1966,,,,,9,2,4,5,5,9,2,0,3,1,9,3,4,5,9,2,0,Magnoliopsida,Magnoliidae,Eudicots,Asteranae,,,Asterids,Lamiales,Plantaginaceae,0,0,3326,,,Tolpis staticifolia
128938,Plantaginaceae,"Veronica officinalis L., 1753","Veronica officinalis L., 1753",128938,"Veronica officinalis L., 1753",Veronica officinalis L.,Veronica officinalis,8824,esp,5517,71264,10/1.,Veronica officinalis L.,circumboréal,racème simple,hermaphrodite,,entomogame,capsule,épizoochore,bleu,,7-May,,,hsto,hémicryptophytaie,ourlets acidophiles médio-européens,Melampyro pratensis - Holcetea mollis Passarge 1979,,Nardetalia strictae Oberdorfer 1949 em. de Foucault 1994,,,5,5,4,5,5,3,3,0,4,5,6,,3,4,3,4,0,Magnoliopsida,Magnoliidae,Eudicots,Asteranae,,,Asterids,Lamiales,Plantaginaceae,0,0,2615,,,Veronica officinalis
129033,Plantaginaceae,"Veronica urticifolia Jacq., 1773","Veronica urticifolia Jacq., 1773",129033,"Veronica urticifolia Jacq., 1773",Veronica urticifolia Jacq.,Veronica urticifolia,8845,esp,5534,71413,05/1.0.1.0.1,Veronica urticifolia Jacq.,orophyte méridional,racème simple,hermaphrodite,,entomogame,capsule,épizoochore,bleu,,8-Jun,,,heri,hémicryptophytaie,"mégaphorbiaies subalpines, hygrophiles, mésotrophiles, basophiles, des adrets",Adenostylion alliariae Braun-Blanquet 1926,,,,,5,2,7,7,6,7,7,0,1,8,3,4,4,5,7,7,0,Magnoliopsida,Magnoliidae,Eudicots,Asteranae,,,Asterids,Lamiales,Plantaginaceae,0,0,2613,,,Veronica urticifolia
129520,Violaceae,"Viola biflora L., 1753","Viola biflora L., 1753",129520,"Viola biflora L., 1753",Viola biflora L.,Viola biflora,8922,esp,5721,72106,04/2.0.2,Viola biflora L.,circumboréal,fleur solitaire latérale,hermaphrodite,,"entomogame, autogame",capsule,myrmécochore,jaune,marron,7-Jun,,,hsto,hémicryptophytaie,hémicryptophytaies des sources laurasiennes neutrophiles,Cardamino amarae - Chrysosplenietalia oppositifolii Hinterlang 1992,,,,,3,3,3,9,7,7,6,0,1,8,4,3,4,6,7,6,0,Magnoliopsida,Magnoliidae,Eudicots,Rosanae,,,Rosids,Malpighiales,Violaceae,0,0,2060,,,Viola biflora
129527,Violaceae,"Viola calcarata L., 1753",Viola calcarata,129527,"Viola calcarata L., 1753",Viola calcarata L.,Viola calcarata,8924,esp,14915,72124,08/20.0.2.0.6,Viola calcarata L.,orophyte alpien,fleur solitaire latérale,hermaphrodite,,entomogame,capsule,myrmécochore,"bleu, jaune",,,,,heri,hémicryptophytaie,"grpts vivaces des éboulis basophiles, alpiens, subalpins-alpins, héliophiles",Noccaeion rotundifoliae Braun-Blanquet in Braun-Blanquet & Jenny 1926 em. Zollitsch 1966,,,,,8,2,4,5,5,8,2,0,2,1,8,1,4,6,8,2,0,Magnoliopsida,Magnoliidae,Eudicots,Rosanae,,,Rosids,Malpighiales,Violaceae,0,0,10758,,,Vicia cusnae *
188940,Rosaceae,"Alchemilla L., 1753","Alchemilla L., 1753",188940,"Alchemilla L., 1753",Alchemilla L.,Alchemilla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131226,Betulaceae,"Alnus alnobetula subsp. alnobetula (Ehrh.) K.Koch, 1872","Alnus alnobetula (Ehrh.) K.Koch, 1872",81563,"Alnus alnobetula subsp. alnobetula (Ehrh.) K.Koch, 1872",Alnus alnobetula subsp. alnobetula (Ehrh.) K.Koch,Alnus alnobetula subsp. alnobetula,8736,esp,8583,3307,15/4.0.1.0.1,Alnus alnobetula (Ehrh.) K.Koch ,européen,épi de cymes triflores,monoïque,,anémogame,akène,anémochore,vert,,6-Apr,arbrisseau,4,b-cad,nanophanérophytaie,"buissons d'arbrisseaux mésohydriques, des zones d'éboulis subalpins",Alnion alnobetulae Schnyder 1930,,,,,7,3,5,7,6,5,7,0,3,3,7,3,4,6,5,7,0,Magnoliopsida,Magnoliidae,Eudicots,Rosanae,Superrosids,,Rosids,Fagales,Betulaceae,0,828,7144,,Alnus viridis B,Alnus viridis H
718302,Poaceae,"Alopecurus gerardi subsp. gerardi Vill., 1786","Alopecurus gerardi subsp. gerardi Vill., 1786",718302,"Alopecurus gerardi subsp. gerardi Vill., 1786",Alopecurus gerardi subsp. gerardi Vill.,Alopecurus gerardi subsp. gerardi,3432,esp,6616,3445,09/1.0.2.0.5,Alopecurus gerardi Vill.,orophyte méridional,épi d'épillets,hermaphrodite,,anémogame,caryopse,barochore,blanc,,8-Jul,,,hsto,hémicryptophytaie,"pelouses acidophiles ouvertes, alpines, mésohydriques, des adrets alpiens",Festucion acuminatae Braun-Blanquet 1926,,,,,8,2,4,5,5,3,2,0,3,4,,,,,,,,Magnoliopsida,Magnoliidae,Monocots,Lilianae,,,Commelinids,Poales,Poaceae,0,0,214,,,Alopecurus gerardii
131467,Fabaceae,"Anthyllis vulneraria subsp. alpestris (Kit. ex Schult.) Asch. & Graebn., 1908",Anthyllis vulneraria L. subsp. alpestris (Kit.) Ascherson & Graebner,131467,"Anthyllis vulneraria subsp. alpestris (Kit. ex Schult.) Asch. & Graebn., 1908",Anthyllis vulneraria subsp. alpestris (Kit. ex Schult.) Asch. & Graebn.,Anthyllis vulneraria subsp. alpestris,3731,subsp,2784,5371,09/20.0.1.0.1,Anthyllis vulneraria subsp. alpestris (Kit.) Asch. & Graebn.,orophyte méridional,racème capituliforme,hermaphrodite,,entomogame,gousse,anémochore,"blanc, jaune, rose",,8-May,,,hsto,hémicryptophytaie,"pelouses basophiles subalpines, alpiennes, mésohydriques",Seslerion caeruleae Braun-Blanquet in Braun-Blanquet & Jenny 1926,,,,,8,2,6,5,4,8,2,0,3,2,8,2,4,4,8,2,0,Magnoliopsida,Magnoliidae,Eudicots,Rosanae,Superrosids,,Rosids,Fabales,Fabaceae,0,0,1776,,,Anthyllis vul. alpestris
717731,Caryophyllaceae,"Atocion rupestre (L.) Oxelman, 2001",Atocion rupestre,717731,"Atocion rupestre (L.) Oxelman, 2001",Atocion rupestre (L.) Oxelman,Atocion rupestre,1910,esp,2241,103408,08/1.0.2,Atocion rupestre (L.) B.Oxelman,orophyte méridional,cyme bipare,hermaphrodite,,entomogame,capsule,anémochore,"blanc, rose",,9-Jun,,,heri,hémicryptophytaie,lithophytes des dalles acidophiles montagnardes,Atociono rupestris - Sempervivetalia montani de Foucault 1999,,Androsacetalia vandellii Braun-Blanquet in Meier & Braun-Blanquet 1934,,,9,3,4,6,4,3,1,0,8,1,9,3,2,3,3,1,0,Magnoliopsida,Magnoliidae,Eudicots,Caryophyllanae,Superasterids,,,Caryophyllales,Caryophyllaceae,0,0,13433,,,Sempervivum x pomelii *
189857,Betulaceae,"Betula L., 1753","Betula L., 1753",189857,"Betula L., 1753",Betula L.,Betula,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
613160,Poaceae,"Agrostis rupestris var. rupestris All., 1785","Agrostis rupestris All., 1785",80729,"Agrostis rupestris var. rupestris All., 1785",Agrostis rupestris var. rupestris All.,Agrostis rupestris var. rupestris,5405,var,6598,1847,11/5.0.1.0.1,Agrostis rupestris All. var. rupestris,orophyte méridional,panicule d'épillets,hermaphrodite,,anémogame,caryopse,anémochore,rose,,8-Jun,,,hces,hémicryptophytaie,"pelouses acidophiles alpino-alpiennes climaciques, chionophobes",Caricion curvulae subsp. curvulae Braun-Blanquet 1925,,,,,8,2,3,5,4,2,1,0,5,1,,,,,,,,Magnoliopsida,Magnoliidae,Monocots,Lilianae,,,Commelinids,Poales,Poaceae,0,0,199,,,Agrostis rupestris
132395,Poaceae,"Calamagrostis varia subsp. varia (Schrad.) Host, 1809","Calamagrostis varia (Schrad.) Host, 1809",87296,"Calamagrostis varia subsp. varia (Schrad.) Host, 1809",Calamagrostis varia subsp. varia (Schrad.) Host,Calamagrostis varia subsp. varia,2745,subsp,8875,12006,08/21.0.1.0.6,Calamagrostis varia (Schrad.) Host subsp. varia,orophyte eurasiatique,panicule d'épillets,hermaphrodite,,anémogame,caryopse,anémochore,"bleu, blanc",,8-Jul,,,Hsto,hémicryptophytaie,"mégaphorbiaies subalpines à montagnardes, mésohydriques, méso-oligotrophiles, basophiles, héliophiles",Calamagrostion variae Sillinger 1932 em. Hadàč & al. 1969,,,,,7,3,4,6,6,8,3,0,3,3,,,,,,,,Magnoliopsida,Magnoliidae,Monocots,Lilianae,,,Commelinids,Poales,Poaceae,0,0,207,,,Calamagrostis varia
132515,Campanulaceae,"Campanula rotundifolia subsp. rotundifolia L., 1753","Campanula rotundifolia L., 1753",87720,"Campanula rotundifolia subsp. rotundifolia L., 1753",Campanula rotundifolia subsp. rotundifolia L.,Campanula rotundifolia subsp. rotundifolia,2044,subsp,1902,12579,08/15.1.2,Campanula rotundifolia L. subsp. rotundifolia,eurasiatique,cyme unipare hélicoïde,hermaphrodite,protandre,"entomogame, autogame",capsule,barochore,bleu,,8-Jun,,,heri,hémicryptophytaie,"pelouses des sables continentaux acidophiles à neutroclines, planitiaires-collinéennes",Agrostio capillaris - Jasionetalia montanae de Foucault 1999,,Nardetea strictae Rivas Goday & Borja-Carbonell 1961 em. de Foucault 1994,Alchemillo xanthochlorae - Cynosurenion cristati Passarge 1969,Lathyro linifolii - Trisetenion flavescentis Dierschke 1981 ex de Foucault 2016,5,5,5,5,4,4,2,0,8,4,,,,,,,,Magnoliopsida,Magnoliidae,Eudicots,Asteranae,Superasterids,,Asterids,Asterales,Campanulaceae,0,0,10574,,,Campanula longisepala
132522,Campanulaceae,"Campanula scheuchzeri subsp. scheuchzeri Vill., 1779","Campanula scheuchzeri Vill., 1779",87724,"Campanula scheuchzeri subsp. scheuchzeri Vill., 1779",Campanula scheuchzeri subsp. scheuchzeri Vill.,Campanula scheuchzeri subsp. scheuchzeri,3316,subsp,8924,12615,09/1.0.2,Campanula scheuchzeri Vill. subsp. scheuchzeri,orophyte méridional,cyme unipare hélicoïde,hermaphrodite,protandre,"entomogame, autogame",capsule,barochore,bleu,,8-Jun,,,hsto,hémicryptophytaie,pelouses acidophiles montagnardes à subalpines,Trifolio alpini - Meetalia athamantici de Foucault 1994,,Campanulo rhomboidalis - Trisetenion flavescentis Dierschke in Theurillat 1992,Poion alpinae Gams 1927 ex Oberdorfer 1950,,8,2,4,6,5,4,3,0,3,5,,,,,,,,Magnoliopsida,Magnoliidae,Eudicots,Asteranae,Superasterids,,Asterids,Asterales,Campanulaceae,0,0,14609,,,Campanula uniflora
87891,Brassicaceae,"Cardamine alpina Willd., 1800","Cardamine alpina Willd., 1800",87891,"Cardamine alpina Willd., 1800",Cardamine alpina Willd.,Cardamine alpina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
