Numéro,_CBNA_presence_base,_CBNA_presence_ZA,_LECA_selection,_Code_taxon_CBNA,_Famille_CBNA,_Genre_CBNA,_libelle_taxon_CBNA,_type_biologiques_CBNA_VALS,_Hauteur_moyenne_CBNA_VALS,mode_dispersion_CBNA_VALS,Mode_dispersion_detail_CBNA,attribut_de_dissemin_CBNA,attribut_de_dissemin_modif_JVE,attribut_de_dissemin_commentaire_CBNA,Vittoz_SD_DispersalType,Vittoz_SD_Height,Vittoz_SD_SeedMass,Vittoz_SD_SLAall,L_Lumière_ellenberg_JVE,L_Lumièrel_ellenberg_Luc,L_Lumière_ellenberg_CBNA,L_Amplitude_Lumière_ellenberg_CBNA,L_Lumière_ellenberg,L_Ellenberg_British,LO_Ellenberg_British,F_Humidité du sol_ellenberg_CBNA,F_Humidité du sol_Landolt_CBNA,F_Ellenberg_British,FO_Ellenberg_British,F_Humidité du sol_ellenberg,N_Nutriments du sol_ellenberg_JVE,N_Nutriments du sol_Landolt_CBNA,N_Ellenberg_British,NO_Ellenberg_British,N_Nutriments du sol_ellenberg,R_Ellenberg_British,RO_Ellenberg_British,S_Ellenberg_British,SO_Ellenberg_British,chorologie_classe_JULVE,phenologie_ordre_de_floraison_JULVE,grand_type_de_formation_JULVE,CD_ref,Code_taxon_num,CBNA,ListeLECA,champs1_Subsp?_,macroclimat_CBNA,microclimat_Temperature_stationnelle_CBNA,libelle_taxon,graine_taille_CBNA,phenologie_fructification_:periode_CBNA,plante_carnivore_CBNA,lian_vrilles_crochet_crampons_CBNA,feuill_succulente_CBNA,tige_succulente_CBNA,feuill_epineuse_CBNA,rameau_ou_tige_epineux_CBNA,rameau_chlorophyllien_CBNA,port_dressé_CBNA,port_rampant_CBNA,port_procombant_CBNA,port_étalé_CBNA,Cycle_mono_ou_polycarpique_CBNA,cycle_maturite_longevite_CBNA,Cycle_classe_d_age_CBNA,classe_d_age_CBNA,diffusion_CBNA,types_morphologiques_de_Barkman_1988,Endemisme_CBNA_VALS,Biologie_type_de_nutrition_CBNA_VALS,Feuillage_caducite_persistance_CBNA,Chorologie_classe_modif_LG,naturalite_habitat_primaire_secondaire_CBNA_en attente,naturalite_habitat_primaire_secondaire_modifs_JVE_en attente,fleur_inflorescence_type_julve_revue_CBNA,fleur_couleur_CBNA,fleur_petale_ornementation_CBNA,fleur_sexualite_CBNA,fruit_type_CBNA_VALS,fruit_couleur_CBNA,gradiant_herbacee_ligneux_CBNA_VALS,Hauteur_fourchette_moyenne_CBNA_VALS,Hauteur_fourchette_exteme_CBNA,phenologie_floraison_ordre_CBNA,phenologie_floraisofeuillaison_ordre_CBNA,phenologie_floraison_periode_CBNA,phenologie_fecondationpollinisation_type_CBNA,indigénat_ZA_CBNA_VALS
8379,x,x,x,10813,Ranunculaceae,Thalictrum,Thalictrum flavum L.,HE,100,barochore,Nautochorie-Boleochorie,sans attribut visible,,,NA,100,1.39368235294118,26.1,7,$,7,,,7,7,,4,8,8,,,,5,5,,7,8,0,0,eurasiatique septentrional,,,126124,10813,x,x,,,,Thalictrum flavum L.,,,,,,,,,,x,,,,polycarpique,,,3 ou 4,,,,chlorophyllien,hémisempervirent,,P,,racème de racèmes,jaune,,,akène,,herbacé,60-130,,,,6-8,anémogame,Indigène
8380,,,,10814,,Thalictrum,Thalictrum flavum L. subsp. costae (Debeaux) Rouy & Fouc.,HE,,,,,,,,,,,,,,,,7,7,,,8,8,,,,5,5,,7,8,0,0,méditerranéen,protogyne,hémicryptophytaie,,10814,NA,,,,,Thalictrum flavum L. subsp. costae (Timb.-Lagr. ex Debeaux) Rouy & Foucaud,,,,,,,,,,x,,,,polycarpique,,,3 ou 4,,,,chlorophyllien,hémisempervirent,Méditerranéen,P,,racème de racèmes,jaune,,hermaphrodite,akène,,,,,,,6-8,"entomogame, anémogame",Indigène
8381,x,x,,10816,Ranunculaceae,Thalictrum,Thalictrum flavum L. subsp. flavum,HE,100,barochore,,sans attribut visible,,,,,,,,,,,7,7,7,,,8,8,8~,,,5,5,5,7,8,0,0,eurasiatique septentrional,protogyne,hémicryptophytaie,,10816,x,,,,,Thalictrum flavum L. subsp. flavum,,,,,,,,,,x,,,,polycarpique,,,3 ou 4,,,,chlorophyllien,hémisempervirent,Eurasiatique,P,,racème de racèmes,jaune,,hermaphrodite,akène,,herbacé,60-130,,,,6-8,"entomogame, anémogame",Indigène
8382,x,x,x,10818,Ranunculaceae,Thalictrum,Thalictrum foetidum L.,HE,40,barochore,Boleochorie,sans attribut visible,,,,,,,8,$,8,,,,,,2,,,,,,,,,,,,,eurasiatique méridional,,hémicryptophytaie,126127,10818,x,x,,,,Thalictrum foetidum L.,,,,,,,,,,x,,,,polycarpique,,,3 ou 4,,,,chlorophyllien,hémisempervirent,Eurasiatique,P,,racème de racèmes,jaune,,hermaphrodite,akène,,herbacé,30-50,,,,6-8,anémogame,Indigène
8383,,,,10820,,Thalictrum,Thalictrum glaucum Desf.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10820,NA,,,,,Thalictrum glaucum Desf.,,,,,,,,,,x,,,,,,,,,,,chlorophyllien,hémisempervirent,,P,,racème de racèmes,,,,akène,,,,,,,,anémogame,Indigène
8384,,,,40255,,Thalictrum,Thalictrum lucidum L.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40255,NA,,,,,Thalictrum lucidum L.,,,,,,,,,,x,,,,,,,,,,,chlorophyllien,hémisempervirent,,P,,racème de racèmes,,,,akène,,,,,,,,anémogame,Indigène
8385,,,,10822,,Thalictrum,Thalictrum macrocarpum Gren.,HE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,orophyte pyrénéen,,hémicryptophytaie,,10822,NA,,,,,Thalictrum macrocarpum Gren.,,,,,,,,,,x,,,,polycarpique,,,3 ou 4,,,orophyte pyrénéen,chlorophyllien,hémisempervirent,OROPHYTES,P,,racème de racèmes,jaune,,hermaphrodite,akène,,,,,,,6-8,anémogame,Indigène
9255,x,x,,10826,Ranunculaceae,Thalictrum,Thalictrum minus L.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9256,x,x,,10829,Ranunculaceae,Thalictrum,Thalictrum minus L. subsp. majus (Crantz) Hooker fil.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8386,x,x,x,10830,Ranunculaceae,Thalictrum,Thalictrum minus L. subsp. minus,HE,50,barochore,Boleochorie,sans attribut visible,,,NA,60,NA,NA,7*,$,7,II,6,7,6,,2,4,3,3,,,3,3,3,6,8,0,0,eurasiatique,,hémicryptophytaie,141624,10830,x,x,T,,,Thalictrum minus L. subsp. minus,,,,,,,,,,x,,,,polycarpique,,,3 ou 4,,,,chlorophyllien,hémisempervirent,Eurasiatique,P,,racème de racèmes,jaune,,hermaphrodite,akène,,herbacé,30-60,,,,6-7,anémogame,Indigène
8387,,,x,40249,,Thalictrum,Thalictrum minus L. subsp. pratense (F. W. Schultz) Hand,HE,75,barochore,Boleochorie,sans attribut visible,,,,,,,5?,$,5?,,,7,6,,,4,3,,,,3,3,,6,8,0,0,orophyte méridional,,hémicryptophytaie,,40249,x,x,,,,Thalictrum minus L. subsp. pratense (F. W. Schultz) Hand,,,,,,,,,,x,,,,polycarpique,,,3 ou 4,,,,chlorophyllien,hémisempervirent,OROPHYTES,P,,racème de racèmes,jaune,,hermaphrodite,akène,,herbacé,60-90,,,,6-7,anémogame,Indigène
8388,,,,10831,,Thalictrum,Thalictrum minus L. subsp. pubescens Arcangeli,HE,50,barochore,,sans attribut visible,,,,,,,,,,,,7,6,,,4,3,,,,3,3,,6,8,0,0,méditerranéen(eury),,hémicryptophytaie,,10831,x,,,,,Thalictrum minus L. subsp. pubescens Arcang.,,,,,,,,,,x,,,,polycarpique,,,3 ou 4,,,,chlorophyllien,hémisempervirent,Méditerranéen,P,,racème de racèmes,jaune,,hermaphrodite,akène,,herbacé,30-60,,,,6-7,anémogame,Indigène
8389,x,x,,10832,Ranunculaceae,Thalictrum,Thalictrum minus L. subsp. saxatile Cesati,HE,50,barochore,,sans attribut visible,,,,,,,,,,,,7,6,,2,4,3,,,,3,3,,6,8,0,0,méditerranéen(eury),,hémicryptophytaie,141630,10832,x,,,,,Thalictrum minus L. subsp. saxatile Ces.,,,,,,,,,,x,,,,polycarpique,,,3 ou 4,,,,chlorophyllien,hémisempervirent,Méditerranéen,P,,racème de racèmes,jaune,,hermaphrodite,akène,,herbacé,30-60,,,,6-7,anémogame,Indigène
8390,,,,10833,,Thalictrum,Thalictrum morisonii C.C. Gmelin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10833,NA,,,,,Thalictrum morisonii C.C. Gmelin,,,,,,,,,,x,,,,,,,,,,,chlorophyllien,hémisempervirent,,P,,racème de racèmes,,,,akène,,,,,,,5-7,anémogame,Indigène
8391,,,,10834,,Thalictrum,Thalictrum morisonii C.C. Gmelin subsp. mediterraneum (Jordan) P.W. Ball,HE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,méditerranéen(eury),,hémicryptophytaie,,10834,nr,,,,,Thalictrum morisonii C.C.Gmel. subsp. mediterraneum (Jord.) P.W.Ball,,,,,,,,,,x,,,,,,,3 ou 4,,,,chlorophyllien,hémisempervirent,Méditerranéen,P,,racème de racèmes,jaune,,hermaphrodite,akène,,,,,,,5-7,anémogame,Indigène
8392,,,,10835,,Thalictrum,Thalictrum morisonii C.C. Gmelin subsp. morisonii,HE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,européen central,,hémicryptophytaie,,10835,NA,,,,,Thalictrum morisonii C.C.Gmel. subsp. morisonii,,,,,,,,,,x,,,,polycarpique,,,3 ou 4,,,,chlorophyllien,hémisempervirent,Européen,P,,racème de racèmes,jaune,,hermaphrodite,akène,,,,,,,5-7,anémogame,Indigène
8393,x,x,,10838,Ranunculaceae,Thalictrum,Thalictrum simplex L.,HE (ou HEL),60,barochore,,sans attribut visible,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,126213,10838,x,,,,,Thalictrum simplex L.,,,,,,,,,,x,,,,polycarpique,,,,,,,chlorophyllien,hémisempervirent,,P,,racème de racèmes,jaune,,,akène,,herbacé,30-80,,,,7-9,anémogame,Indigène
8394,x,x,x,10840,Ranunculaceae,Thalictrum,Thalictrum simplex L. subsp. bauhinii (Crantz) Tutin,HE,60,barochore,Boleochorie,sans attribut visible,,,,,,,8,$,8,,,,,,4,,,,,,,,,,,,,européen central,,hémicryptophytaie,141635,10840,x,x,T,,,Thalictrum simplex L. subsp. bauhinii (Crantz) Tutin,,,,,,,,,,x,,,,polycarpique,,,3 ou 4,,,,chlorophyllien,hémisempervirent,Européen,P,,racème de racèmes,jaune,,hermaphrodite,akène,,herbacé,40-80,,,,7-9,anémogame,Indigène
8395,x,x,,10841,Ranunculaceae,Thalictrum,Thalictrum simplex L. subsp. galioides (DC.) Korsh.,HE,,,,,,,,,,,,,,,8,,,,,,,6~,,,,,2,,,,,européen central,,hémicryptophytaie,141636,10841,nr,,T,,,Thalictrum simplex L. subsp. galioides (DC.) Korsh.,,,,,,,,,,x,,,,,,,3 ou 4,,,,chlorophyllien,hémisempervirent,Européen,P,,racème de racèmes,jaune,,hermaphrodite,akène,,,,,,,7-9,anémogame,Indigène
8396,,,,10842,,Thalictrum,Thalictrum simplex L. subsp. gallicum (Rouy & Fouc.) Tutin,HE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,endémique ligérien,,hémicryptophytaie,,10842,NA,,,,,Thalictrum simplex L. subsp. gallicum (Rouy & Foucaud) Tutin,,,,,,,,,,x,,,,polycarpique,,,3 ou 4,,,endémique ligérien,chlorophyllien,hémisempervirent,,P,,racème de racèmes,jaune,,hermaphrodite,akène,,,,,,,6-8,anémogame,Indigène
8397,x,x,x,10843,Ranunculaceae,Thalictrum,Thalictrum simplex L. subsp. simplex,HE,50,barochore,Boleochorie,sans attribut visible,,,,,,,8,$,8,,8,,,,4,,,6~,,,,,2,,,,,,,hémicryptophytaie,141638,10843,x,x,T,,,Thalictrum simplex L. subsp. simplex,,,,,,,,,,x,,,,polycarpique,,,3 ou 4,,,,chlorophyllien,hémisempervirent,OROPHYTES,P,,racème de racèmes,jaune,,hermaphrodite,akène,v,herbacé,30-60,,,,7-8,anémogame,Indigène
8398,,,,10844,,Thalictrum,Thalictrum tuberosum L.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,orophyte pyrénéen,,hémicryptophytaie,,10844,NA,,,,,Thalictrum tuberosum L.,,,,,,,,,,x,,,,,,,,,,orophyte pyrénéen,chlorophyllien,hémisempervirent,OROPHYTES,P,,racème de racèmes,blanc,,hermaphrodite,akène,,,,,,,5-7,anémogame,Indigène
9497,x,x,,50404,Neckeraceae,Thamnobryum,Thamnobryum alopecurum (Hedw.) Gangulee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8399,x,x,x,00667,Apiaceae,Thapsia,Thapsia villosa L.,HE,55,barochore,Boleochorie,sans attribut visible,,,,,,,8,$,8,,,,,,1,,,,,,,,,,,,,méditerranéen occidental,,hémicryptophytaie,126248,667,x,x,,,,Thapsia villosa L.,,,,,,,,,,x,,,,?,,,3 ou 4,,,,chlorophyllien,hémisempervirent,Méditerranéen,P,,ombelle d'ombellules,jaune,,hermaphrodite,akène,,herbacé,40-70,,,,5-6,entomogame,Indigène
8400,x,,,13025,,Theligonum,Theligonum cynocrambe L.,TH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,méditerranéen,,thérophytaie,,13025,nr,,,,,Theligonum cynocrambe L.,,,,,,,,,,?,,,,monocarpique,,,1,,,,chlorophyllien,hémisempervirent,Méditerranéen,??,,glomérules,vert,,monoïque,akène,,,,,,,3-5,entomogame,?
8401,x,x,x,17789,Thelypteridaceae,Thelypteris,Thelypteris palustris Schott,GE,45,anémochore,Cystometeorochorie,sans attribut visible,,,NA,45,NA,30.425,5,6non-,5,II,5,6,5,,5,8,8,8,,,5,6,6,7,5,0,0,holarctique,,hémicryptophytaie,126276,17789,x,x,,,,Thelypteris palustris Schott,,,,,,,,,,x,,,,polycarpique,,,,,,,chlorophyllien,hémisempervirent,,P,,?,,,,spores,,herbacé,30-60,,,,6-9,,Indigène
8402,x,x,x,12103,Santalaceae,Thesium,Thesium alpinum L.,HE,8,barochore,,sans attribut visible,,,,,,,7,$,7,,8,,,,3,,,4,,,,,2,,,,,eurasiatique,,hémicryptophytaie,126287,12103,x,x,,,,Thesium alpinum L.,,,,,,,,,,x,,,,polycarpique,,,3 ou 4,,,,chlorophyllien,hémisempervirent,Eurasiatique,P,,cyme unipare hélicoïde,blanc,,hermaphrodite,akène,,herbacé,5-10,,,,6-8,entomogame,Indigène
8403,x,x,x,12107,Santalaceae,Thesium,Thesium bavarum Schrank,GE (ou HE),50,barochore,Boleochorie-Myrmecochorie,sans attribut visible,,,,,,,5 ou 6,5ok-,5,,7,,,,2,,,3~,,,,,2,,,,,européen méridional,,hémicryptophytaie,126289,12107,x,x,,,,Thesium bavarum Schrank,,,,,,,,,,x,,,,polycarpique,,,,,,,chlorophyllien,hémisempervirent,Européen,P,,cyme unipare hélicoïde,blanc,,hermaphrodite,akène,,herbacé,40-70,,,,6-8,entomogame,Indigène
8404,,,,12108,,Thesium,Thesium corsoalpinum Hendrych,HE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,corso-sarde,,chaméphytaie,,12108,NA,,,,,Thesium corsoalpinum Hendrych,,,,,,,,,,x,,,,polycarpique,,,3 ou 4,,,corso-sarde,chlorophyllien,hémisempervirent,Méditerranéen,P,,cyme unipare hélicoïde,blanc,,hermaphrodite,akène,,,,,,,6-8,entomogame,Indigène
8405,x,x,x,12109,Santalaceae,Thesium,Thesium divaricatum Jan ex Mert. & Koch,HE ou CH,10,barochore,Boleochorie-Myrmecochorie,sans attribut visible,,,,,,,8,$,8,,,,,,1,,,,,,,,,,,,,européen méridional,,hémicryptophytaie,126294,12109,x,x,,,,Thesium divaricatum Jan ex Mert. & W.D.J.Koch,,,,,,,,,,x,,,,polycarpique,,,,,,,chlorophyllien,hémisempervirent,Européen,P,,cyme unipare hélicoïde,blanc,,hermaphrodite,akène,,herbacé ? (suffrutescent ?),5-20,,,,6-8,entomogame,Indigène
8406,,,x,12110,,Thesium,Thesium humifusum DC.,HE,5,barochore,,sans attribut visible,,,,,,,8,$,8,,,8,,,1,3,,,,,3,,,8,,0,0,européen occidental,,hémicryptophytaie,126298,12110,x,x,,,,Thesium humifusum DC.,,,,,,,,,,x,,,,polycarpique,,,3 ou 4,,,,chlorophyllien,hémisempervirent,Européen,P,,cyme unipare hélicoïde,blanc,,hermaphrodite,akène,,herbacé,3-10,,,,6-8,entomogame,Indigène
8407,,,,12112,,Thesium,Thesium humile Vahl,TH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,méditerranéen,,thérophytaie,,12112,NA,,,,,Thesium humile Vahl,,,,,,,,,,x,,,,monocarpique,,,1,,,,chlorophyllien,hémisempervirent,Méditerranéen,P,,cyme unipare hélicoïde,blanc,,hermaphrodite,akène,,,,,,,4-5,entomogame,Indigène
8408,x,x,,12115,Santalaceae,Thesium,Thesium kyrnosum Hendrych,HE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,corso-sarde,,chaméphytaie,,12115,NA,,,,,Thesium kyrnosum Hendrych,,,,,,,,,,x,,,,polycarpique,,,3 ou 4,,,corso-sarde,chlorophyllien,hémisempervirent,Méditerranéen,P,,cyme unipare hélicoïde,blanc,,hermaphrodite,akène,,,,,,,,entomogame,Indigène
8409,,,,12116,,Thesium,Thesium linifolium Schrank,,,barochore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12116,NA,,,,,Thesium linifolium Schrank,,,,,,,,,,x,,,,,,,,,,,chlorophyllien,hémisempervirent,,P,,cyme unipare hélicoïde,,,,akène,"v, jaune",,,,,,,entomogame,Indigène
8410,x,x,x,12117,Santalaceae,Thesium,Thesium linophyllon L.,HE,18,barochore,Boleochorie-Agochorie,sans attribut visible,,,3,18,6.6,17.67,8,$,8,,8,,,,2,,,2,,,,,1,,,,,eurasiatique,,hémicryptophytaie,126305,12117,x,x,,,,Thesium linophyllon L.,,,,,,,,,,x,,,,polycarpique,,,3 ou 4,,,,chlorophyllien,hémisempervirent,Eurasiatique,P,,cyme unipare hélicoïde,blanc,,hermaphrodite,akène,,herbacé,13-22,,,,6-8,entomogame,Indigène
8411,x,x,x,12120,Santalaceae,Thesium,Thesium pyrenaicum Pourret,HE,10,barochore,Boleochorie,sans attribut visible,,,,,,,8,$,8,,8,,,,2,,,4~,,,,,2,,,,,eurasiatique,,hémicryptophytaie,126310,12120,x,x,,,,Thesium pyrenaicum Pourr.,,,,,,,,,,x,,,,polycarpique,,,3 ou 4,,,,chlorophyllien,hémisempervirent,Eurasiatique,P,,cyme unipare hélicoïde,blanc,,hermaphrodite,akène,,herbacé,5-20,,,,6-8,entomogame,Indigène
8412,x,x,x,04497,Brassicaceae,Thlaspi,Thlaspi alliaceum L.,TH,40,barochore,Ombrochorie-Speirochorie-Agochorie,sans attribut visible,,,,,,,7,$,7,,6,,,,2,,,4,,,,,5,,,,,européen méridional,,thérophytaie,126322,4497,x,x,,,,Thlaspi alliaceum L.,,,,,,,,,,x,,,,monocarpique,1,,1,,,,chlorophyllien,hémisempervirent,Européen,S,,racème simple,blanc,,hermaphrodite,silique,v,herbacé,20-50,,,,4-5,entomogame,Exogène
8413,x,x,x,04509,Brassicaceae,Thlaspi,Thlaspi arvense L.,TH,30,barochore,Ombrochorie-Agochorie,sans attribut visible,,,,,,,7,$,7,,6,7,6,,3,4,5,5,,,6,6,6,7,7,0,0,cosmopolite,homogame,thérophytaie,126332,4509,x,x,,,,Thlaspi arvense L.,,,,,,,,,,x,,,,monocarpique,1,,1,,,,chlorophyllien,hémisempervirent,Cosmopolite,S,,racème simple,blanc,,hermaphrodite,silique,v,herbacé,20-50,,,,5-9,"entomogame, autogame",Indigène
8414,,,,04518,,Thlaspi,Thlaspi cepaeifolium (Wulfen) Koch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4518,NA,,,,,Thlaspi cepaeifolium (Wulfen) Koch,,,,,,,,,,x,,,,,,,,,,,chlorophyllien,hémisempervirent,,P,,racème simple,rose,,,silique,,,,,,,,entomogame,Indigène
9672,x,x,,51546,Thuidiaceae,Thuidium,Thuidium assimile (Mitt.) A.Jaeger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9511,x,x,,50580,Thuidiaceae,Thuidium,Thuidium recognitum (Hedw.) Lindb.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9512,x,x,,50581,Thuidiaceae,Thuidium,Thuidium tamariscinum (Hedw.) Schimp.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8415,x,x,,17322,Cupressaceae,Thuja,Thuja occidentalis L.,PH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,126449,17322,nr,,,,2,Thuja occidentalis L.,,,,,,,,,,x,,,,,,,,,,,chlorophyllien,sempervirent,,S,,cône,,,,cône,,,,,,,,anémogame,Exogène
8416,x,x,,17324,Cupressaceae,Thuja,Thuja plicata D. Don ex Lamb.,PH,,,,,,,,,,,,,,,,4,,,,5,,,,,4,,,5,,0,0,introduit (Amér. du nord occ.),,grande phanérophytaie,126451,17324,nr,,,,2,Thuja plicata D.Don ex Lamb.,,,,,,,,,,x,,,,,,,,,,,chlorophyllien,sempervirent,Américain,S,,cône,"jaune, marron",,monoïque,cône,,,,,,,,anémogame,Exogène
8417,,,,13059,,Thymelaea,Thymelaea calycina (Lapeyr.) Meissner,CH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,orophyte pyrénéen,,hémicryptophytaie,,13059,NA,,,,,Thymelaea calycina (Lapeyr.) Meisn.,,,,,,,,,,x,,,,,,,4-5,,,orophyte pyrénéen,chlorophyllien,hémisempervirent,OROPHYTES,P,,racème simple,jaune,,"polygame, dioïque",baie,,,,,,,6-9,entomogame,Indigène
8418,x,x,x,13060,Thymelaeaceae,Thymelaea,Thymelaea dioica (Gouan) All.,CH,15,barochore,Boleochorie,sans attribut visible,,,,,,,7,8-,7,,,,,,1,,,,,,,,,,,,,orophyte supraméditerranéen occ.,,hémicryptophytaie,126465,13060,x,x,,,,Thymelaea dioica (Gouan) All.,,,,,,,,,,x,,,,polycarpique,,,4-5,,,,chlorophyllien,hémisempervirent,OROPHYTES,P,,racème simple,jaune,,"polygame, dioïque",akène,,frutescent,10-20,,,,5-6,entomogame,Indigène
8419,,,,13061,,Thymelaea,Thymelaea gussonei Boreau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13061,NA,,,,,Thymelaea gussonei Boreau,,,,,,,,,,x,,,,,,,,,,,chlorophyllien,hémisempervirent,,P,,racème simple,,,,baie,,,,,,,,entomogame,Indigène
8420,x,,,13062,,Thymelaea,Thymelaea hirsuta (L.) Endl.,CH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,méditerranéen,,hémicryptophytaie,,13062,nr,,,,,Thymelaea hirsuta (L.) Endl.,,,,,,,,,,x,,,,,,,4-5,,,,chlorophyllien,hémisempervirent,Méditerranéen,P,,racème simple,jaune,,"polygame, dioïque",akène,,frut,,,,,10-5,entomogame,Indigène
8421,x,x,x,13064,Thymelaeaceae,Thymelaea,Thymelaea passerina (L.) Cosson & Germ.,TH,35,barochore,Boleochorie-Speirochorie,sans attribut visible,,,,,,,8,$,8,,7,,,,2,,,4,,,,,4,,,,,eurasiatique,,thérophytaie,126474,13064,x,x,,,,Thymelaea passerina (L.) Coss. & Germ.,,,,,,,,,,x,,,,monocarpique,1,,1,,,,chlorophyllien,hémisempervirent,Eurasiatique,S,,racème simple,vert,,hermaphrodite,akène,v,herbacé,20-50,,,,6-9,entomogame,Indigène
8422,,,,13065,,Thymelaea,Thymelaea ruizii Loscos ex Casav.,CH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,orophyte pyrénéen,,hémicryptophytaie,,13065,NA,,,,,Thymelaea ruizii Loscos,,,,,,,,,,x,,,,,,,4-5,,,orophyte pyrénéen,chlorophyllien,hémisempervirent,OROPHYTES,P,,racème simple,,,hermaphrodite,baie,,,,,,,,entomogame,Indigène
8423,x,x,x,13066,Thymelaeaceae,Thymelaea,Thymelaea sanamunda All.,HE ou CH,15,barochore,Boleochorie,sans attribut visible,,,,,,,7,8-,7,,,,,,1,,,,,,,,,,,,,méditerranéen occidental,,chaméphytaie,126478,13066,x,x,,,,Thymelaea sanamunda All.,,,,,,,,,,x,,,,polycarpique,,,,,,,chlorophyllien,hémisempervirent,Méditerranéen,P,,racème simple,jaune,,polygame,akène,,suffrutescent,12-20,,,,5-7,entomogame,Indigène
8424,,,,13068,,Thymelaea,Thymelaea tartonraira (L.) All. subsp. tartonraira,CH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,méditerranéen,,chaméphytaie,,13068,NA,,,,,Thymelaea tartonraira (L.) All. subsp. tartonraira,,,,,,,,,,x,,,,,,,4-5,,,,chlorophyllien,sempervirent,Méditerranéen,P,,racème simple,jaune,,"polygame, dioïque",baie,,,,,,,3-9,entomogame,Indigène
8425,,,,13069,,Thymelaea,Thymelaea tartonraira (L.) All. subsp. thomasii (Duby) Arcangeli [1882],CH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,corse,,chaméphytaie,,13069,NA,,,,,Thymelaea tartonraira (L.) All. subsp. thomasii (Duby) Arcang.,,,,,,,,,,x,,,,,,,4-5,,,Corse,chlorophyllien,sempervirent,Méditerranéen,P,,racème simple,jaune,,"polygame, dioïque",baie,,,,,,,3-9,entomogame,Indigène
8426,,,,13070,,Thymelaea,Thymelaea thesioides (Lam.) Endl.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13070,NA,,,,,Thymelaea thesioides (Lam.) Endl.,,,,,,,,,,x,,,,,,,,,,,chlorophyllien,hémisempervirent,,P,,racème simple,,,,baie,,,,,,,,entomogame,Indigène
8427,,,,13072,,Thymelaea,Thymelaea tinctoria (Pourret) Endl.,CH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,méditerranéen occidental,,chaméphytaie,,13072,nr,,,,,Thymelaea tinctoria (Pourr.) Endl.,,,,,,,,,,x,,,,,,,4-5,,,,chlorophyllien,hémisempervirent,Méditerranéen,P,,racème simple,jaune,,"polygame, dioïque",akène,,frut,,,,,2-9,entomogame,Indigène
8428,,,,13073,,Thymelaea,Thymelaea tinctoria (Pourret) Endl. subsp. nivalis (Ramond) Nyman,CH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13073,NA,,,,,Thymelaea tinctoria (Pourret) Endl. subsp. nivalis (Ramond) Nyman,,,,,,,,,,x,,,,,,,4-5,,,,chlorophyllien,hémisempervirent,,P,,racème simple,,,,baie,,,,,,,,entomogame,Indigène
