Numéro,_CBNA_presence_base,_CBNA_presence_ZA,_LECA_selection,_Code_taxon_CBNA,_Famille_CBNA,_Genre_CBNA,_libelle_taxon_CBNA,_type_biologiques_CBNA_VALS,_Hauteur_moyenne_CBNA_VALS,mode_dispersion_CBNA_VALS,Mode_dispersion_detail_CBNA,attribut_de_dissemin_CBNA,attribut_de_dissemin_modif_JVE,attribut_de_dissemin_commentaire_CBNA,Vittoz_SD_DispersalType,Vittoz_SD_Height,Vittoz_SD_SeedMass,Vittoz_SD_SLAall,L_Lumière_ellenberg_JVE,L_Lumièrel_ellenberg_Luc,L_Lumière_ellenberg_CBNA,L_Amplitude_Lumière_ellenberg_CBNA,L_Lumière_ellenberg,L_Ellenberg_British,LO_Ellenberg_British,F_Humidité du sol_ellenberg_CBNA,F_Humidité du sol_Landolt_CBNA,F_Ellenberg_British,FO_Ellenberg_British,F_Humidité du sol_ellenberg,N_Nutriments du sol_ellenberg_JVE,N_Nutriments du sol_Landolt_CBNA,N_Ellenberg_British,NO_Ellenberg_British,N_Nutriments du sol_ellenberg,R_Ellenberg_British,RO_Ellenberg_British,S_Ellenberg_British,SO_Ellenberg_British,chorologie_classe_JULVE,phenologie_ordre_de_floraison_JULVE,grand_type_de_formation_JULVE,CD_ref,Code_taxon_num,CBNA,ListeLECA,champs1_Subsp?_,macroclimat_CBNA,microclimat_Temperature_stationnelle_CBNA,libelle_taxon,graine_taille_CBNA,phenologie_fructification_:periode_CBNA,plante_carnivore_CBNA,lian_vrilles_crochet_crampons_CBNA,feuill_succulente_CBNA,tige_succulente_CBNA,feuill_epineuse_CBNA,rameau_ou_tige_epineux_CBNA,rameau_chlorophyllien_CBNA,port_dressé_CBNA,port_rampant_CBNA,port_procombant_CBNA,port_étalé_CBNA,Cycle_mono_ou_polycarpique_CBNA,cycle_maturite_longevite_CBNA,Cycle_classe_d_age_CBNA,classe_d_age_CBNA,diffusion_CBNA,types_morphologiques_de_Barkman_1988,Endemisme_CBNA_VALS,Biologie_type_de_nutrition_CBNA_VALS,Feuillage_caducite_persistance_CBNA,Chorologie_classe_modif_LG,naturalite_habitat_primaire_secondaire_CBNA_en attente,naturalite_habitat_primaire_secondaire_modifs_JVE_en attente,fleur_inflorescence_type_julve_revue_CBNA,fleur_couleur_CBNA,fleur_petale_ornementation_CBNA,fleur_sexualite_CBNA,fruit_type_CBNA_VALS,fruit_couleur_CBNA,gradiant_herbacee_ligneux_CBNA_VALS,Hauteur_fourchette_moyenne_CBNA_VALS,Hauteur_fourchette_exteme_CBNA,phenologie_floraison_ordre_CBNA,phenologie_floraisofeuillaison_ordre_CBNA,phenologie_floraison_periode_CBNA,phenologie_fecondationpollinisation_type_CBNA,indigénat_ZA_CBNA_VALS
8429,,,,13074,,Thymelaea,Thymelaea tinctoria (Pourret) Endl. subsp. tinctoria,CH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13074,NA,,,,,Thymelaea tinctoria (Pourret) Endl. subsp. tinctoria,,,,,,,,,,x,,,,,,,4-5,,,,chlorophyllien,hémisempervirent,,P,,racème simple,vert argenté,,,baie,,,,,,,,entomogame,Indigène
8430,x,x,,08908,Lamiaceae,Thymus,Thymus alpestris Tausch ex A. Kerner,CH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,orophyte méridional,,hémicryptophytaie,126486,8908,nr,,,,,Thymus alpestris Tausch ex A.Kern.,,,,,,,,,,,x,,x,,,,4-5,,,,chlorophyllien,hémisempervirent,OROPHYTES,P,,cyme capituliforme,rose,,hermaphrodite,akène,,,,,,,7-8,entomogame,Indigène
8431,x,x,,08911,Lamiaceae,Thymus,Thymus caespitosus Opiz ex Ronniger,CH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,européen,,hémicryptophytaie,126495,8911,nr,,,,,Thymus caespitosus Opiz ex Ronniger,,,,,,,,,,,x,,x,,,,4-5,,,,chlorophyllien,hémisempervirent,Européen,P,,cyme capituliforme,rose,,hermaphrodite,akène,,,,,,,,entomogame,Indigène
8432,,,,08912,,Thymus,Thymus capitatus (L.) Hoffmanns. & Link,CH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8912,nr,,,,,Thymus capitatus (L.) Hoffmanns. & Link,,,,,,,,,,,x,,x,,,,4-5,,,,chlorophyllien,hémisempervirent,,P,,cyme capituliforme,rose,,,akène,,,,,,,,entomogame,Indigène
8433,,,,08917,,Thymus,Thymus dolomiticus Coste,CH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,endémique caussenard,,hémicryptophytaie,,8917,NA,,,,,Thymus dolomiticus H.J.Coste,,,,,,,,,,,x,,x,,,,4-5,,,endémique caussenard,chlorophyllien,hémisempervirent,,P,,cyme capituliforme,rose,,hermaphrodite,akène,,,,,,,5-7,entomogame,Indigène
8434,x,x,x,08918,Lamiaceae,Thymus,Thymus drucei Ronniger,CH,4,barochore,Boleochorie-Cystometeochorie-Endozoochorie,sans attribut visible,,,,,,,?,8ok,8,,,,,,,,,,,,,,,,,,,,,,126515,8918,x,x,,,,Thymus drucei Ronniger,,,,,,,,,,,x,,x,polycarpique,,,4-5,,,,chlorophyllien,hémisempervirent,,P,,cyme capituliforme,rose,,,akène,,suffrutescent,3-5,,,,,entomogame,Indigène
8435,x,x,x,08920,Lamiaceae,Thymus,Thymus embergeri Roussine,CH,4,barochore,Boleochorie-Cystometeochorie-Endozoochorie,sans attribut visible,,,,,,,8,$,8,,,,,,1,,,,,,,,,,,,,méditerranéen(eury),,hémicryptophytaie,126517,8920,x,x,,,,Thymus embergeri Roussine,,,,,,,,,,,x,,x,polycarpique,,,4-5,,,,chlorophyllien,hémisempervirent,Méditerranéen,P,,cyme capituliforme,rose,,hermaphrodite,akène,,suffrutescent,3-5,,,,6-7,entomogame,Indigène
8436,x,x,x,08922,Lamiaceae,Thymus,Thymus glabrescens Willd.,CH,4,barochore,Blastochorie,,,,,,,,8,$,8,,,,,,,,,,,,,,,,,,,,,,159869,8922,nr,x,,,,Thymus glabrescens Willd.,,,,,,,,,,,x,,x,,,,4-5,,,,chlorophyllien,hémisempervirent,,P,,cyme capituliforme,rose,,,akène,,suffrutescent,3-5,,,,,entomogame,Indigène
8437,,,,08925,,Thymus,Thymus herba-barona Loisel.,CH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,corso-sarde,,chaméphytaie,,8925,NA,,,,,Thymus herba-barona Loisel.,,,,,,,,,,,x,,x,,,,4-5,,,corso-sarde,chlorophyllien,hémisempervirent,Méditerranéen,P,,cyme capituliforme,"blanc, rose",,hermaphrodite,akène,,,,,,,6-7,entomogame,Indigène
8438,x,x,,08927,Lamiaceae,Thymus,Thymus jaquetianus (Ronniger) M. Debray,CH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,européen méridional,,hémicryptophytaie,126535,8927,nr,,,,,Thymus jaquetianus (Ronniger) Debray,,,,,,,,,,,x,,x,,,,4-5,,,,chlorophyllien,hémisempervirent,Européen,P,,cyme capituliforme,rose,,hermaphrodite,akène,,,,,,,7-8,entomogame,Indigène
8439,,,,08930,,Thymus,Thymus loevyanus Opiz,CH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8930,NA,,,,,Thymus loevyanus Opiz,,,,,,,,,,,x,,x,,,,4-5,,,,chlorophyllien,hémisempervirent,,P,,cyme capituliforme,rose,,,akène,,,,,,,,entomogame,Indigène
8440,x,x,,08932,Lamiaceae,Thymus,Thymus longicaulis C. Presl,CH,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,européen méridional,,hémicryptophytaie,126541,8932,nr,,,,,Thymus longicaulis C.Presl subsp. longicaulis,,,,,,,,,,,x,,x,,,,4-5,,,,chlorophyllien,hémisempervirent,Européen,P,,cyme capituliforme,rose,,hermaphrodite,akène,,,,,,,4-6,entomogame,Indigène
8441,x,x,,08935,Lamiaceae,Thymus,Thymus nervosus Willk.,CH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,orophyte méridional,,hémicryptophytaie,126551,8935,nr,,,,,Thymus nervosus J.Gay ex Willk.,,,,,,,,,,,x,,x,,,,4-5,,,,chlorophyllien,hémisempervirent,OROPHYTES,P,,cyme capituliforme,rose,,hermaphrodite,akène,,,,,,,7-8,entomogame,Indigène
8442,,,,08936,,Thymus,Thymus nitens Lamotte,CH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,orophyte cévenol,,hémicryptophytaie,,8936,NA,,,,,Thymus nitens Lamotte,,,,,,,,,,,x,,x,,,,4-5,,,,chlorophyllien,hémisempervirent,OROPHYTES,P,,cyme capituliforme,rose,,hermaphrodite,akène,,,,,,,6-8,entomogame,Indigène
8443,x,x,,08937,Lamiaceae,Thymus,Thymus oenipontanus H. Braun,CH,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,européen méridional,,hémicryptophytaie,126555,8937,nr,,,,,Thymus oenipontanus Heinr.Braun,,,,,,,,,,,x,,x,,,,4-5,,,,chlorophyllien,hémisempervirent,Européen,P,,cyme capituliforme,rose,,hermaphrodite,akène,,,,,,,6-9,entomogame,Indigène
8447,x,x,x,08939,Lamiaceae,Thymus,Thymus polytrichus Borb s 2,CH,5,barochore,,sans attribut visible,,,6,5,0.132941176,13.302936,8,$,8,,,8,8,,2,4,3,,,,2,1,,6,8,0,0,,,,126563,8939,x,x,,,,Thymus polytrichus Borb s 2,,,,,,,,,,,x,,x,polycarpique,,,4-5,,,,chlorophyllien,hémisempervirent,,P,,cyme capituliforme,rose,,,akène,,suffrutescent,3-8,,,,,entomogame,Indigène
8448,x,x,,08941,Lamiaceae,Thymus,Thymus polytrichus Borb s 2 subsp. britannicus (Ronniger) Kerguélen,CH,,,,,,,,,,,,,,,,8,8,,,4,3,,,,2,1,,6,8,0,0,,,,141701,8941,nr,,T,,,Thymus polytrichus Borb s 2 subsp. britannicus (Ronniger) Kerguélen,,,,,,,,,,,x,,x,,,,4-5,,,,chlorophyllien,hémisempervirent,,P,,cyme capituliforme,rose,,,akène,,,,,,,,entomogame,Indigène
8449,x,x,,08942,Lamiaceae,Thymus,Thymus polytrichus Borb s 2 subsp. vallicola (H. Braun) Kerguélen,CH,,,,,,,,,,,,,,,,8,8,,,4,3,,,,2,1,,6,8,0,0,,,,141703,8942,nr,,T,,,Thymus polytrichus Borb s 2 subsp. vallicola (H. Braun) Kerguélen,,,,,,,,,,,x,,x,,,,4-5,,,,chlorophyllien,hémisempervirent,,P,,cyme capituliforme,rose,,,akène,,,,,,,,entomogame,Indigène
8450,x,x,x,08943,Lamiaceae,Thymus,Thymus praecox Opiz,CH,5,barochore,Endozoochorie,sans attribut visible,,,2,5,0.1902,14.19,8,$,8,,8,,,,2,,,3,,,,,1,,,,,orophyte méridional,protandre,hémicryptophytaie,126564,8943,x,x,,,,Thymus praecox Opiz subsp. praecox,,,,,,,,,,,x,,x,polycarpique,,,4-5,,,,chlorophyllien,hémisempervirent,OROPHYTES,P,,cyme capituliforme,rose,,hermaphrodite,akène,,suffrutescent,3-8,,,,6-9,entomogame,Indigène
8451,,,,08947,,Thymus,Thymus pseudochamaedrys (H. Braun) Ronniger,CH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,orophyte méridional,,hémicryptophytaie,,8947,NA,,,,,Thymus pseudochamaedrys (Heinr.Braun) Ronniger,,,,,,,,,,,x,,x,,,,4-5,,,,chlorophyllien,hémisempervirent,OROPHYTES,P,,cyme capituliforme,rose,,hermaphrodite,akène,,,,,,,,entomogame,Indigène
8452,x,x,x,08948,Lamiaceae,Thymus,Thymus pulegioides L.,CH,9,barochore,Agochorie,sans attribut visible,,,,,,,7,$,7,,,8,8,,3,4,4,,,,2,1,,8,,0,0,eurasiatique méridional,,,126566,8948,x,x,,,,Thymus pulegioides L.,,,,,,,,,,,x,,x,polycarpique,,,4-5,,,,chlorophyllien,hémisempervirent,,P,,cyme capituliforme,rose,,,akène,,suffrutescent,5-12,,,,,entomogame,Indigène
8453,x,x,,08950,Lamiaceae,Thymus,Thymus pulegioides L. subsp. chamaedrys (Fries) Gusuleac,CH,,,,,,,,,,,,,,,,8,8,,,4,4,,,,2,1,,8,,0,0,européen central,protandre,hémicryptophytaie,141713,8950,nr,,,,,Thymus pulegioides L. subsp. chamaedrys (Fr.) Litard.,,,,,,,,,,,x,,x,,,,4-5,,,,chlorophyllien,hémisempervirent,Européen,P,,cyme capituliforme,rose,,hermaphrodite,akène,,,,,,,7-9,entomogame,Indigène
8454,x,x,,08951,Lamiaceae,Thymus,Thymus pulegioides L. subsp. effusus (Host) Ronniger,CH,,,,,,,,,,,,,,,,8,8,,,4,4,,,,2,1,,8,,0,0,européen,,hémicryptophytaie,141714,8951,nr,,T,,,Thymus pulegioides L. subsp. effusus (Host) Ronniger,,,,,,,,,,,x,,x,,,,4-5,,,,chlorophyllien,hémisempervirent,Européen,P,,cyme capituliforme,rose,,hermaphrodite,akène,,,,,,,7-9,entomogame,Indigène
8455,x,x,,08952,Lamiaceae,Thymus,Thymus pulegioides L. subsp. montanus (Bentham) Ronniger,CH,,,,,,,,,,,,,,,,8,8,,,4,4,,,,2,1,,8,,0,0,orophyte méridional,protandre,hémicryptophytaie,141716,8952,nr,,,,,Thymus pulegioides L. subsp. montanus (Benth.) Ronniger,,,,,,,,,,,x,,x,,,,4-5,,,,chlorophyllien,hémisempervirent,OROPHYTES,P,,cyme capituliforme,rose,,hermaphrodite,akène,,,,,,,7-9,entomogame,Indigène
8456,x,x,,08953,Lamiaceae,Thymus,Thymus pulegioides L. subsp. pannonicus (All.) Kerguélen,CH,,,,,,,,,,,,,,,,8,8,,,4,4,,,,2,1,,8,,0,0,européen méridional,protandre,hémicryptophytaie,141717,8953,nr,,T,,,Thymus pulegioides L. subsp. pannonicus (All.) Kerguélen,,,,,,,,,,,x,,x,,,,4-5,,,,chlorophyllien,hémisempervirent,Européen,P,,cyme capituliforme,rose,,hermaphrodite,akène,,,,,,,5-9,entomogame,Indigène
8457,x,x,,08954,Lamiaceae,Thymus,Thymus pulegioides L. subsp. pulegioides,CH,9,barochore,,sans attribut visible,,,,,,,,,,,8,8,8,,,4,4,4,,,2,1,1,8,,0,0,eurasiatique méridional,protandre,hémicryptophytaie,,8954,x,,,,,Thymus pulegioides L. subsp. pulegioides,,,,,,,,,,,x,,x,polycarpique,,,4-5,,,,chlorophyllien,hémisempervirent,Eurasiatique,P,,cyme capituliforme,rose,,hermaphrodite,akène,,suffrutescent,5-12,,,,7-9,entomogame,Indigène
8458,x,x,,08957,Lamiaceae,Thymus,Thymus rigidulus Kerguélen,CH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,européen septentrional,,hémicryptophytaie,126570,8957,nr,,,,,Thymus rigidulus Kerguélen,,,,,,,,,,,x,,x,,,,4-5,,,,chlorophyllien,hémisempervirent,Européen,P,,cyme capituliforme,rose,,hermaphrodite,akène,,,,,,,6-7,entomogame,Indigène
8459,x,x,,08959,Lamiaceae,Thymus,Thymus serpyllum L.,CH,,,,,,,,,,,,,,,,8,7,,,2,2,,,,2,1,,5,5,0,0,,,,126573,8959,nr,,,,,Thymus serpyllum L.,,,,,,,,,,,x,,x,,,,4-5,,,,chlorophyllien,hémisempervirent,,P,,cyme capituliforme,rose,,,akène,,,,,,,,entomogame,Indigène
8461,x,x,x,08976,Lamiaceae,Thymus,Thymus vulgaris L.,CH,20,barochore,Boleochorie-Ethelochorie,sans attribut visible,,,3,20,1.06793939390909,10.38,8,$,8,,,,,,1,,,,,,,,,,,,,méditerranéen occidental,,hémicryptophytaie,126582,8976,x,x,,,,Thymus vulgaris L.,,,,,,,,,,x,,,,polycarpique,,,4-5,,,,chlorophyllien,sempervirent,Méditerranéen,PS,,cyme capituliforme,"blanc, rose",,hermaphrodite,akène,,frutescent,10-40,,,,4-7,entomogame,Indigène
8462,,,,08977,,Thymus,Thymus vulgaris L. subsp. aestivus (Willk.) A. & O. Bol•s,CH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8977,NA,,,,,Thymus vulgaris L. subsp. aestivus (Willk.) A. & O. Bol•s,,,,,,,,,,x,,,,,,,4-5,,,,chlorophyllien,sempervirent,,PS,,cyme capituliforme,rose,,,akène,,,,,,,,entomogame,Indigène
8463,,,,08978,,Thymus,Thymus vulgaris L. subsp. palearensis (O. Bolos & Vigo) O. Bolos & Vi,CH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8978,NA,,,,,Thymus vulgaris L. subsp. palearensis (O. Bolos & Vigo) O. Bolos & Vi,,,,,,,,,,x,,,,,,,4-5,,,,chlorophyllien,sempervirent,,PS,,cyme capituliforme,rose,,,akène,,,,,,,,entomogame,Indigène
8464,,,,40229,,Thymus,Thymus x braunii Borbàs nothosubsp. celticus (Heinr. Braun) P. Schimdt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40229,NA,,,,,Thymus x braunii Borbàs nothosubsp. celticus (Heinr. Braun) P. Schimdt,,,,,,,,,,x,,,,,,,,,,,chlorophyllien,hémisempervirent,,P,,cyme capituliforme,rose,,,akène,,,,,,,,entomogame,Indigène
8465,,,,40160,,Thysselinum,Thysselinum lancifolium (Hoffm. & Link) Calestani,HE,,barochore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,atlantique,,hémicryptophytaie,,40160,NA,,,,,Thysselinum lancifolium (Hoffmanns. & Link) Calest.,,,,,,,,,,x,,,,polycarpique,,,3 ou 4,,,,chlorophyllien,hémisempervirent,Atlantique,P,,ombelle d'ombellules,blanc,,hermaphrodite,akène,,,,,,,7-10,entomogame,Indigène
8466,x,x,x,40159,Apiaceae,Thysselinum,Thysselinum palustre (L.) Hoffm.,HE (et HEL),100?,barochore,Nautochorie,sans attribut visible,,,,,,,7,6non-,7,,7,,,,5,,,9=,,,,,4,,,,,eurasiatique septentrional,protandre,hémicryptophytaie,126615,40159,x,x,,,,Thysselinum palustre (L.) Hoffm.,,,,,,,,,,x,,,,polycarpique,,,,,,,chlorophyllien,hémisempervirent,Eurasiatique,P,,ombelle d'ombellules,blanc,,androdioïque,akène,,herbacé,60-140?,,,,7-9,entomogame,Indigène
8467,x,x,x,13077,Tiliaceae,Tilia,Tilia cordata Miller,PH,1500,anémochore,,bractée ailée,,,,,,,5,?,5,,(5),5,5,,2,5,5,5,,,5,5,5,6,,0,0,européen central,,grande phanérophytaie,126628,13077,x,x,,,3,Tilia cordata Mill.,,,,,,,,,,x,,,,polycarpique,,,,,,,chlorophyllien,caduque,Européen,PS,,cyme bipare,blanc,,hermaphrodite,akène,vert,frutescent,600-2000,,,,7,entomogame,Indigène
8468,x,x,x,13081,Tiliaceae,Tilia,Tilia platyphyllos Scop.,PH,1500,anémochore,,bractée ailée,,,4,1500,114.703333333333,23.4666665,5,?,5,,,4,4,,2,5,6,,,,6,7,,7,,0,0,européen,,,126650,13081,x,x,,,2,Tilia platyphyllos Scop.,,,,,,,,,,x,,,,polycarpique,,,6,,,,chlorophyllien,caduque,,PS,,cyme bipare,jaune,,,akène,vert,frutescent,600-2000,,,,,entomogame,Indigène
8469,,,,13082,,Tilia,Tilia platyphyllos Scop. subsp. cordifolia (Besser) C.K. Schneider,PH,,barochore,,,,,,,,,,,,,,4,4,,2,5,6,,,,6,7,,7,,0,0,européen central,,grande phanérophytaie,141766,13082,NA,,,1-2,1-2,Tilia platyphyllos Scop. subsp. cordifolia (Besser) C.K.Schneid.,,,,,,,,,,x,,,,,,,,,,,chlorophyllien,caduque,Européen,PS,,cyme bipare,blanc,,hermaphrodite,akène,vert,,,,,,6-7,entomogame,Indigène
8470,x,x,,13083,Tiliaceae,Tilia,Tilia platyphyllos Scop. subsp. platyphyllos,PH,1500,barochore,,bractée ailée,,,,,,,,,,,(4),4,4,,,5,6,6,,,6,7,7,7,,0,0,européen,,grande phanérophytaie,,13083,x,,,1-2,1-2,Tilia platyphyllos Scop. subsp. platyphyllos,,,,,,,,,,x,,,,polycarpique,,,,,,,chlorophyllien,caduque,Européen,PS,,cyme bipare,blanc,,hermaphrodite,akène,vert,frutescent,600-2000,,,,6-7,entomogame,Indigène
8471,,,,13084,,Tilia,Tilia platyphyllos Scop. subsp. pseudorubra C.K. Schneider,PH,,barochore,,,,,,,,,,,,,,4,4,,,5,6,,,,6,7,,7,,0,0,européen méridional,,grande phanérophytaie,,13084,NA,,,1-2,1-2,Tilia platyphyllos Scop. subsp. pseudorubra C.K.Schneid.,,,,,,,,,,x,,,,,,,,,,,chlorophyllien,caduque,Européen,PS,,cyme bipare,blanc,,hermaphrodite,akène,vert,,,,,,6-7,entomogame,Indigène
8472,x,x,,13086,Tiliaceae,Tilia,Tilia tomentosa Moench,PH,,barochore,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,méditerranéen(eury),,grande phanérophytaie,126662,13086,nr,,,,2,Tilia tomentosa Moench,,,,,,,,,,x,,,,,,,,,,,chlorophyllien,caduque,Méditerranéen,S,,cyme bipare,blanc,,hermaphrodite,akène,vert,,,,,,6-7,entomogame,Exogène
8473,,,,13088,,Tilia,Tilia x-euchlora C. Koch,PH,,barochore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13088,NA,,,,2,Tilia x-euchlora C. Koch,,,,,,,,,,x,,,,,,,,,,,chlorophyllien,caduque,,S,,cyme bipare,jaune,,,akène,vert,,,,,,,entomogame,Indigène
8474,x,x,,13090,Tiliaceae,Tilia,Tilia x-vulgaris Hayne,PH,,barochore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,126676,13090,nr,,,,2,Tilia x-vulgaris Hayne,,,,,,,,,,x,,,,,,,,,,,chlorophyllien,caduque,,PS,,cyme bipare,jaune,,,akène,vert,,,,,,,entomogame,Indigène
8475,x,x,x,14854,Melanthiaceae,Tofieldia,Tofieldia calyculata (L.) Wahlenb.,HE,20,barochore,Nautochorie,sans attribut visible,,,,,,,8,$,8,,8,,,,4,,,8,,,,,2,,,,,eurasiatique,protogyne,hémicryptophytaie,126798,14854,x,x,,,,Tofieldia calyculata (L.) Wahlenb.,,,,,,,,,,x,,,,polycarpique,,,3 ou 4,,,,chlorophyllien,hémisempervirent,Eurasiatique,P,,épi simple,jaune,,hermaphrodite,capsule,,herbacé,10-30,,,,6-8,"entomogame, autogame",Indigène
8476,x,x,x,14858,Melanthiaceae,Tofieldia,Tofieldia pusilla (Michaux) Pers. subsp. pusilla,HE,7,barochore,Nautochorie,sans attribut visible,,,,,,,8,$,8,,8,8,8,,4,9,8,8,,,2,1,1,7,7,0,0,arctico-alpin,homogame,hémicryptophytaie,126806,14858,x,x,,,,Tofieldia pusilla (Michx.) Pers. subsp. pusilla,,,,,,,,,,x,,,,polycarpique,,,3 ou 4,,,,chlorophyllien,hémisempervirent,Boréal,P,,épi simple,blanc,,hermaphrodite,capsule,,herbacé,4-10,,,,7-8,"entomogame, autogame",Indigène
8477,x,,,03208,,Tolpis,Tolpis barbata (L.) Gaertner,TH,,anémochore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,méditerranéen,,thérophytaie,,3208,nr,,,,,Tolpis barbata (L.) Gaertn.,,,,,,,,,,x,,,,monocarpique,,,1,,,,chlorophyllien,hémisempervirent,Méditerranéen,P,,racème de capitules,jaune,,hermaphrodite,akène,,,,,,,5-7,"entomogame, autogame",Indigène
8478,x,x,x,03209,Asteraceae,Tolpis,Tolpis staticifolia (All.) Schultz Bip.,HE,23,anémochore,,akène à aigrette,,,3,23,0.1295,27.2,8,$,8,,9,,,,2,,,4~,,,,,2,,,,,orophyte méridional,,hémicryptophytaie,126821,3209,x,x,,,,Tolpis staticifolia (All.) Sch.Bip.,,,,,,,,,,x,,,,polycarpique,,,3 ou 4,,,,chlorophyllien,hémisempervirent,OROPHYTES,PS,PS (bord de route caillouteux),racème de capitules,jaune,,hermaphrodite,akène,,herbacé,15-30,,,,6-9,"entomogame, autogame",Indigène
8479,x,,,03210,,Tolpis,Tolpis virgata Bertol.,,,anémochore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,méditerranéen,,hémicryptophytaie,,3210,nr,,,,,Tolpis virgata Bertol.,,,,,,,,,,x,,,,,,,,,,,chlorophyllien,hémisempervirent,Méditerranéen,P,,racème de capitules,jaune,,hermaphrodite,akène,,,,,,,6-7,"entomogame, autogame",Indigène
9559,x,x,,50942,Amblystegiaceae,Tomentypnum,Tomentypnum nitens (Hedw.) Loeske,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8480,,,,09178,,Toona,Toona sinensis (Juss.) M.J. Roemer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9178,NA,,,,,Toona sinensis (Juss.) M.J. Roemer,,,,,,,,,,?,,,,,,,,,,,,?,,??,,?,,,,,,,,,,,,,?
8481,x,x,,00670,Apiaceae,Tordylium,Tordylium apulum L.,TH,,barochore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,méditerranéen,,thérophytaie,126829,670,nr,,,,,Tordylium apulum L.,,,,,,,,,,x,,,,monocarpique,,,1,,,,chlorophyllien,hémisempervirent,Méditerranéen,S,,ombelle d'ombellules,blanc,,hermaphrodite,akène,,,,,,,4-6,entomogame,Exogène
8482,,,,00671,,Tordylium,Tordylium latifolium L. [1753],TH ou HE,20,barochore,,akène à multicrochet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,671,NR,,,,,Tordylium latifolium L. [1753],,,,,,,,,,x,,,,monocarpique,,,,,,,chlorophyllien,hémisempervirent,,PS,,ombelle d'ombellules,blanc,,,akène,,,10-25,,,,,entomogame,Exogène
8483,x,x,x,00672,Apiaceae,Tordylium,Tordylium maximum L.,TH,60,barochore,Epizoochorie-Speirochorie,akène à multicrochet,,,,,,,7,$,7,,7,7,7,,2,3,3,3,,,5,5,5,6,5,0,0,européen méridional,,hémicryptophytaie,126837,672,x,x,,,,Tordylium maximum L.,,,,,,,,,,x,,,,monocarpique,1,,1,,,,chlorophyllien,hémisempervirent,Européen,S,S,ombelle d'ombellules,blanc,,hermaphrodite,akène,,herbacé,40-80,,,,6-8,entomogame,Indigène
8486,x,x,,00677,Apiaceae,Torilis,Torilis arvensis (Hudson) Link,TH,45,épizoochore,,akène à multicrochet,,,,,,,,,,,,8,7,,2,4,4,,,,4,4,,8,9,0,0,,,,126846,677,x,,,,,Torilis arvensis (Hudson) Link,,,,,,,,,,x,,,,monocarpique,1,,1,,,,chlorophyllien,hémisempervirent,,PS,,ombelle d'ombellules,blanc,,,akène,"vert, violacé",herbacé,20-70,,,,,entomogame,Indigène
8484,x,x,x,00678,Apiaceae,Torilis,Torilis arvensis (Hudson) Link subsp. arvensis,TH,50,épizoochore,Epizoochorie,akène à multicrochet,,,,,,,7,6ok,6,,7,8,7,,2,4,4,4,,,4,4,4,8,9,0,0,méditerranéen,,thérophytaie,141793,678,x,x,,,,Torilis arvensis (Huds.) Link subsp. arvensis,,,,,,,,,,x,,,,monocarpique,1,,1,,,,chlorophyllien,hémisempervirent,Méditerranéen,S,,ombelle d'ombellules,blanc,,hermaphrodite,akène,,herbacé,30-70,,,,6-9,entomogame,Indigène
8487,x,x,,00682,Apiaceae,Torilis,Torilis arvensis (Hudson) Link subsp. neglecta Thell.,TH,,épizoochore,,,,,,,,,,,,,,8,7,,,4,4,,,,4,4,,8,9,0,0,,,,141798,682,nr,,T,,,Torilis arvensis (Hudson) Link subsp. neglecta Thell.,,,,,,,,,,x,,,,monocarpique,,,1,,,,chlorophyllien,hémisempervirent,,PS,,ombelle d'ombellules,blanc,,,akène,,,,,,,,entomogame,Indigène
